,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,N,RM,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,N,LM,25,0,0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,1,0,9,12,75.0,1,10,3,2,1,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League
2,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,N,LM,9,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,1,0,7,7,100.0,1,6,0,0,0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League
3,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,N,LM,33,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.2,1,0,7,7,100.0,0,8,1,1,0,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League
4,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,Y,LM,90,0,0,0,0,0,0,0,0,49,2,0,1,0.0,0.0,0.0,1,0,25,39,64.1,7,25,2,4,3,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League
5,2023-09-19,Tue,Champions Lg,Group stage,Away,D 0–0,eng Newcastle Utd,it Milan,N,LM,19,0,0,0,0,0,0,0,0,11,1,1,1,0.0,0.0,0.1,1,0,6,7,85.7,1,6,1,0,0,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League
6,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,Y,"LM,LW",90,0,1,0,0,2,1,0,0,66,3,0,4,0.1,0.1,0.6,5,1,44,47,93.6,12,42,4,3,0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League
7,2023-09-27,Wed,EFL Cup,Third round,Home,W 1–0,Newcastle Utd,Manchester City,N,,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup
8,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,LM,63,0,0,0,0,3,1,0,0,36,1,0,0,0.5,0.5,0.0,4,0,18,21,85.7,3,21,0,4,2,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League
9,2023-10-04,Wed,Champions Lg,Group stage,Home,W 4–1,eng Newcastle Utd,fr Paris S-G,N,LM,26,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,5,8,62.5,0,10,1,6,2,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League
10,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,LW,89,0,0,0,0,2,0,0,0,44,0,1,0,0.1,0.1,0.0,1,0,29,35,82.9,0,32,4,2,2,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League
11,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 4–0,Newcastle Utd,Crystal Palace,N,LM,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,2,6,0,1,0,/en/matches/21625dde/Newcastle-United-Crystal-Palace-October-21-2023-Premier-League
