,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2022-08-07,Mon,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,RW,70,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,,/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League
1,2022-08-07,Sat,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,LW,67,0,0,0,1,0,0,0,1,0,0,0,0,4,1,1,50.0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League
2,2022-08-07,Thu,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,LW,67,0,0,0,0,0,1,0,1,0,0,0,0,4,1,1,50.0,/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League
3,2022-08-07,Sun,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,LW,66,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0.0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League
4,2022-08-07,Sun,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,LW,69,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,,/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League
5,2022-08-07,Sun,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,N,"On matchday squad, but did not play",/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League,,,,,,,,,,,,,,,,,
6,2022-08-07,Sun,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,LW,90,0,0,0,0,2,0,1,1,0,0,0,0,4,0,2,0.0,/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League
7,2022-08-07,Wed,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,LW,86,0,0,0,0,1,0,1,0,0,0,0,0,5,0,3,0.0,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League
8,2022-08-07,Sat,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,LM,51,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,,/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League
9,2022-08-07,Sun,Matchweek 14,Home,W 1–0,Manchester Utd,West Ham,N,"On matchday squad, but did not play",/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League,,,,,,,,,,,,,,,,,
10,2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2022-08-07,Sat,Matchweek 22,Home,W 2–1,Manchester Utd,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/dca5ea6c/Manchester-United-Crystal-Palace-February-4-2023-Premier-League,,,,,,,,,,,,,,,,,
12,2022-08-07,Wed,Matchweek 8,Home,D 2–2,Manchester Utd,Leeds United,N,LW,32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League
13,2022-08-07,Sun,Matchweek 23,Away,W 2–0,Manchester Utd,Leeds United,Y,RW,60,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0.0,/en/matches/3386146f/Leeds-United-Manchester-United-February-12-2023-Premier-League
14,2022-08-07,Sun,Matchweek 24,Home,W 3–0,Manchester Utd,Leicester City,N,AM,45,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/matches/d6e88163/Manchester-United-Leicester-City-February-19-2023-Premier-League
15,2022-08-07,Sun,Matchweek 26,Away,L 0–7,Manchester Utd,Liverpool,N,"On matchday squad, but did not play",/en/matches/756e8036/North-West-Derby-Liverpool-Manchester-United-March-5-2023-Premier-League,,,,,,,,,,,,,,,,,
16,2022-08-07,Sun,Matchweek 27,Home,D 0–0,Manchester Utd,Southampton,Y,"CM,FW,LM",72,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,,/en/matches/9cd3ca2c/Manchester-United-Southampton-March-12-2023-Premier-League
17,2022-08-07,Sun,Matchweek 29,Away,L 0–2,Manchester Utd,Newcastle Utd,N,"RW,WB",29,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,/en/matches/1ed948f6/Newcastle-United-Manchester-United-April-2-2023-Premier-League
18,2022-08-07,Wed,Matchweek 25,Home,W 1–0,Manchester Utd,Brentford,Y,LW,70,0,0,0,0,0,1,4,1,1,0,0,0,2,0,0,,/en/matches/f3e6e475/Manchester-United-Brentford-April-5-2023-Premier-League
19,2022-08-07,Sat,Matchweek 30,Home,W 2–0,Manchester Utd,Everton,Y,"LW,RW",76,0,0,0,2,1,1,1,1,0,0,0,0,7,0,1,0.0,/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League
20,2022-08-07,Sun,Matchweek 31,Away,W 2–0,Manchester Utd,Nott'ham Forest,Y,LW,90,0,0,0,1,2,1,0,0,0,0,0,0,7,0,0,,/en/matches/4ca8f9f6/Nottingham-Forest-Manchester-United-April-16-2023-Premier-League
21,2022-08-07,Thu,Matchweek 33,Away,D 2–2,Manchester Utd,Tottenham,Y,LW,60,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,/en/matches/8c9a5c5c/Tottenham-Hotspur-Manchester-United-April-27-2023-Premier-League
22,2022-08-07,Sun,Matchweek 34,Home,W 1–0,Manchester Utd,Aston Villa,Y,LM,75,0,0,0,1,1,1,2,1,2,0,0,0,5,0,0,,/en/matches/08607696/Manchester-United-Aston-Villa-April-30-2023-Premier-League
23,2022-08-07,Thu,Matchweek 28,Away,L 0–1,Manchester Utd,Brighton,N,RW,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/matches/16209587/Brighton-and-Hove-Albion-Manchester-United-May-4-2023-Premier-League
24,2022-08-07,Sun,Matchweek 35,Away,L 0–1,Manchester Utd,West Ham,N,RW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/matches/98f0c145/West-Ham-United-Manchester-United-May-7-2023-Premier-League
25,2022-08-07,Sat,Matchweek 36,Home,W 2–0,Manchester Utd,Wolves,Y,LW,80,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,,/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League
26,2022-08-07,Sat,Matchweek 37,Away,W 1–0,Manchester Utd,Bournemouth,Y,LW,71,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,,/en/matches/ec496eca/Bournemouth-Manchester-United-May-20-2023-Premier-League
27,2022-08-07,Thu,Matchweek 32,Home,W 4–1,Manchester Utd,Chelsea,Y,"RW,LW",90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League
28,2022-08-07,Sun,Matchweek 38,Home,W 2–1,Manchester Utd,Fulham,Y,"RW,LW",90,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,,/en/matches/64823dc9/Manchester-United-Fulham-May-28-2023-Premier-League
