,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,D 1 (4)–1 (1),Arsenal,Manchester City,Y,FW,86,0,0,0,0,2.0,2.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y,"LM,FW",90,0,0,0,0,2.0,0.0,0,0,65.0,1.0,1.0,1.0,0.1,0.1,0.2,3.0,0.0,47.0,54.0,87.0,4.0,54.0,3.0,1.0,0.0,/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,1.0,0.5,0.5104166666666666
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y,"LM,FW,CM",90,0,0,0,0,1.0,0.0,1,0,38.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,25.0,28.0,89.3,4.0,17.0,0.0,2.0,0.0,/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,LM,55,0,0,0,0,1.0,0.0,0,0,27.0,2.0,0.0,0.0,0.3,0.3,0.3,2.0,0.0,20.0,23.0,87.0,5.0,9.0,1.0,0.0,0.0,/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,0.5,0.8333333333333334,0.48888888888888893
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y,LM,76,0,0,0,0,2.0,0.0,0,0,34.0,2.0,0.0,1.0,0.4,0.4,0.0,1.0,0.0,22.0,25.0,88.0,2.0,18.0,1.0,0.0,0.0,/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,1.0,0.8333333333333334,0.5888888888888889
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-09,Sat,Friendlies (M),Friendlies (M),Home,L 1–4,de Germany,jp Japan,Y,FW,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cfc6f12b/Germany-Japan-September-9-2023-Friendlies-M,0.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-12,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,de Germany,fr France,N,,27,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1a3bf09a/Germany-France-September-12-2023-Friendlies-M,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-17,Sun,Premier League,Matchweek 5,Away,W 1–0,Arsenal,Everton,N,LM,11,0,0,0,0,0.0,0.0,0,0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,4.0,1.0,0.0,0.0,/en/matches/b1278924/Everton-Arsenal-September-17-2023-Premier-League,1.0,0.6666666666666666,0.5333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-20,Wed,Champions Lg,Group stage,Home,W 4–0,eng Arsenal,nl PSV Eindhoven,Y,"LM,FW",90,0,0,0,0,2.0,0.0,0,0,42.0,4.0,0.0,0.0,0.1,0.1,0.2,1.0,0.0,25.0,27.0,92.6,3.0,29.0,1.0,2.0,1.0,/en/matches/9928de4e/Arsenal-PSV-Eindhoven-September-20-2023-Champions-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-24,Sun,Premier League,Matchweek 6,Home,D 2–2,Arsenal,Tottenham,N,LM,45,0,0,0,0,1.0,0.0,1,0,19.0,2.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,11.0,14.0,78.6,2.0,12.0,0.0,2.0,1.0,/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League,0.5,1.0,0.8928571428571429
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-09-27,Wed,EFL Cup,Third round,Away,W 1–0,Arsenal,Brentford,Y,CM,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-09-30,Sat,Premier League,Matchweek 7,Away,W 4–0,Arsenal,Bournemouth,Y,LM,80,1,0,1,1,1.0,0.0,1,0,36.0,4.0,0.0,2.0,0.8,0.1,0.0,1.0,0.0,19.0,24.0,79.2,3.0,21.0,2.0,0.0,0.0,/en/matches/8de4aca0/Bournemouth-Arsenal-September-30-2023-Premier-League,1.0,0.8333333333333334,0.4791666666666666
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-03,Tue,Champions Lg,Group stage,Away,L 1–2,eng Arsenal,fr Lens,Y,LM,69,0,0,0,0,1.0,1.0,0,0,30.0,2.0,1.0,1.0,0.2,0.2,0.2,1.0,0.0,17.0,20.0,85.0,4.0,23.0,2.0,0.0,0.0,/en/matches/dba6efee/Lens-Arsenal-October-3-2023-Champions-League,0.0,0.8333333333333334,0.5
