,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
10,2019-10-11,Fri,UEFA Euro Qualifying,Group stage,Away,L 1–2,eng England,cz Czech Republic,Y,DM,87,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/72565914/Czech-Republic-England-October-11-2019-UEFA-Euro-Qualifying
11,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–2,West Ham,Everton,Y,"DM,CM",90,0,0,0,0,0,0,1,0,52,1,2,1,0.0,0.0,0.0,1,0,38,46,82.6,6,32,0,0,0,/en/matches/0fa45675/Everton-West-Ham-United-October-19-2019-Premier-League
12,2019-10-26,Sat,Premier League,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,DM,90,0,0,0,0,1,1,0,0,69,2,2,1,0.0,0.0,0.0,1,0,56,62,90.3,3,43,2,3,3,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League
13,2019-11-02,Sat,Premier League,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,DM,90,0,0,0,0,1,0,0,0,71,0,1,0,0.0,0.0,0.0,1,0,58,61,95.1,7,46,2,1,0,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League
14,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–3,West Ham,Burnley,Y,CM,90,0,0,0,0,0,0,0,0,66,2,2,0,0.0,0.0,0.0,1,0,51,59,86.4,2,41,0,1,1,/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League
15,2019-11-17,Sun,UEFA Euro Qualifying,Group stage,Away,W 4–0,eng England,xk Kosovo,Y,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a3a22d06/Kosovo-England-November-17-2019-UEFA-Euro-Qualifying
16,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 2–3,West Ham,Tottenham,Y,"CM,CB",90,0,0,0,0,0,0,0,0,58,2,4,1,0.0,0.0,0.0,1,0,43,48,89.6,4,44,2,3,2,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League
17,2019-11-30,Sat,Premier League,Matchweek 14,Away,W 1–0,West Ham,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,41,3,2,1,0.0,0.0,0.0,0,0,28,35,80.0,6,22,4,3,3,/en/matches/aa1ff9cd/Chelsea-West-Ham-United-November-30-2019-Premier-League
18,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 0–2,West Ham,Wolves,Y,CM,90,0,0,0,0,2,1,1,0,86,4,3,1,0.1,0.1,0.0,1,0,69,73,94.5,11,47,2,3,2,/en/matches/292d0f46/Wolverhampton-Wanderers-West-Ham-United-December-4-2019-Premier-League
19,2019-12-09,Mon,Premier League,Matchweek 16,Home,L 1–3,West Ham,Arsenal,Y,CM,90,0,0,0,0,1,1,0,0,57,5,3,2,0.0,0.0,0.0,1,1,43,47,91.5,5,39,1,0,0,/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League
20,2019-12-14,Sat,Premier League,Matchweek 17,Away,W 1–0,West Ham,Southampton,Y,CM,90,0,0,0,0,0,0,0,0,44,2,2,3,0.0,0.0,0.1,1,0,17,30,56.7,0,13,1,2,1,/en/matches/a47901a8/Southampton-West-Ham-United-December-14-2019-Premier-League
21,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,CM,90,0,0,0,0,2,0,0,0,56,6,3,0,0.1,0.1,0.0,0,0,30,37,81.1,7,20,0,2,1,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League
22,2019-12-28,Sat,Premier League,Matchweek 20,Home,L 1–2,West Ham,Leicester City,Y*,DM,90,0,0,0,0,1,1,1,0,64,2,0,3,0.1,0.1,0.1,3,0,39,54,72.2,9,25,1,1,1,/en/matches/1f2bd890/West-Ham-United-Leicester-City-December-28-2019-Premier-League
23,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 4–0,West Ham,Bournemouth,Y,CM,90,0,1,0,0,0,0,0,0,69,5,0,0,0.0,0.0,0.5,2,1,55,61,90.2,8,36,0,3,2,/en/matches/9ae01aab/West-Ham-United-Bournemouth-January-1-2020-Premier-League
24,2020-01-05,Sun,FA Cup,Third round,Away,W 2–0,West Ham,Gillingham,Y,DM,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/37ecbd37/Gillingham-West-Ham-United-January-5-2020-FA-Cup
25,2020-01-10,Fri,Premier League,Matchweek 22,Away,L 0–1,West Ham,Sheffield Utd,Y,CM,90,0,0,0,0,0,0,0,0,57,3,3,0,0.0,0.0,0.0,0,0,44,50,88.0,5,28,1,2,2,/en/matches/c5f47ccb/Sheffield-United-West-Ham-United-January-10-2020-Premier-League
26,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 1–1,West Ham,Everton,Y,CM,90,0,0,0,0,0,0,0,0,67,2,1,2,0.0,0.0,0.0,2,0,53,60,88.3,6,36,2,0,0,/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League
27,2020-01-22,Wed,Premier League,Matchweek 24,Away,L 1–4,West Ham,Leicester City,Y,CM,90,0,0,0,0,1,0,0,0,47,1,1,1,0.1,0.1,0.0,0,0,30,36,83.3,2,27,1,0,0,/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League
28,2020-01-25,Sat,FA Cup,Fourth round,Home,L 0–1,West Ham,West Brom,Y,CM,90,0,0,0,0,4,2,0,0,,,2,,,,,,,,,,,,,,,/en/matches/4d27ec44/West-Ham-United-West-Bromwich-Albion-January-25-2020-FA-Cup
29,2020-01-29,Wed,Premier League,Matchweek 18,Home,L 0–2,West Ham,Liverpool,Y,CM,90,0,0,0,0,2,2,0,0,51,3,3,3,0.1,0.1,0.1,3,0,29,37,78.4,2,23,1,3,2,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League
30,2020-02-01,Sat,Premier League,Matchweek 25,Home,D 3–3,West Ham,Brighton,Y,DM,90,0,0,0,0,0,0,0,0,53,5,1,1,0.0,0.0,0.1,2,0,29,37,78.4,6,29,3,3,2,/en/matches/14d877cc/West-Ham-United-Brighton-and-Hove-Albion-February-1-2020-Premier-League
31,2020-02-19,Wed,Premier League,Matchweek 26,Away,L 0–2,West Ham,Manchester City,Y,CM,90,0,0,0,0,0,0,0,0,47,2,4,1,0.0,0.0,0.0,2,0,28,39,71.8,5,32,5,2,1,/en/matches/bc091e86/Manchester-City-West-Ham-United-February-19-2020-Premier-League
32,2020-02-24,Mon,Premier League,Matchweek 27,Away,L 2–3,West Ham,Liverpool,Y,DM,90,0,1,0,0,0,0,1,0,34,2,1,0,0.0,0.0,0.1,1,1,19,27,70.4,3,12,0,1,1,/en/matches/3aee1ba7/Liverpool-West-Ham-United-February-24-2020-Premier-League
33,2020-02-29,Sat,Premier League,Matchweek 28,Home,W 3–1,West Ham,Southampton,Y,"CM,RM",90,0,0,0,0,1,0,0,0,45,3,3,1,0.0,0.0,0.0,4,1,18,31,58.1,5,9,1,2,2,/en/matches/2cb790f2/West-Ham-United-Southampton-February-29-2020-Premier-League
34,2020-03-07,Sat,Premier League,Matchweek 29,Away,L 0–1,West Ham,Arsenal,Y,CM,90,0,0,0,0,1,0,0,0,35,2,2,3,0.0,0.0,0.0,0,0,23,25,92.0,6,15,0,0,0,/en/matches/bf382825/Arsenal-West-Ham-United-March-7-2020-Premier-League
35,2020-06-20,Sat,Premier League,Matchweek 30,Home,L 0–2,West Ham,Wolves,Y,CB,90,0,0,0,0,1,1,0,0,47,1,1,1,0.1,0.1,0.0,0,0,31,40,77.5,0,31,0,0,0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League
36,2020-06-23,Tue,Premier League,Matchweek 31,Away,L 0–2,West Ham,Tottenham,Y,DM,90,0,0,0,0,1,0,0,0,46,6,3,0,0.0,0.0,0.1,4,0,32,38,84.2,5,32,3,4,4,/en/matches/8fc12d99/Tottenham-Hotspur-West-Ham-United-June-23-2020-Premier-League
37,2020-07-01,Wed,Premier League,Matchweek 32,Home,W 3–2,West Ham,Chelsea,Y*,DM,90,0,0,0,0,0,0,1,0,43,5,0,2,0.0,0.0,0.0,1,0,28,31,90.3,3,24,0,2,1,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League
38,2020-07-05,Sun,Premier League,Matchweek 33,Away,D 2–2,West Ham,Newcastle Utd,Y*,DM,90,0,0,0,0,2,0,0,0,61,3,0,1,0.1,0.1,0.1,6,1,46,54,85.2,9,42,1,1,1,/en/matches/3d549d43/Newcastle-United-West-Ham-United-July-5-2020-Premier-League
39,2020-07-08,Wed,Premier League,Matchweek 34,Home,L 0–1,West Ham,Burnley,Y*,"DM,CM",90,0,0,0,0,0,0,0,0,63,1,0,1,0.0,0.0,0.0,3,0,41,57,71.9,8,39,0,2,0,/en/matches/5c57bea6/West-Ham-United-Burnley-July-8-2020-Premier-League
40,2020-07-11,Sat,Premier League,Matchweek 35,Away,W 4–0,West Ham,Norwich City,Y,DM,90,0,0,0,0,1,0,0,0,74,4,3,2,0.1,0.1,0.0,3,0,58,62,93.5,12,51,3,4,3,/en/matches/1f633005/Norwich-City-West-Ham-United-July-11-2020-Premier-League
41,2020-07-17,Fri,Premier League,Matchweek 36,Home,W 3–1,West Ham,Watford,Y,DM,90,1,0,0,0,2,1,0,0,50,2,4,0,0.0,0.0,0.1,3,0,29,39,74.4,3,28,1,2,2,/en/matches/249bbdaa/West-Ham-United-Watford-July-17-2020-Premier-League
42,2020-07-22,Wed,Premier League,Matchweek 37,Away,D 1–1,West Ham,Manchester Utd,Y,DM,90,0,0,0,0,3,0,0,0,61,4,4,1,0.1,0.1,0.0,3,1,40,45,88.9,7,31,3,1,1,/en/matches/bf25e016/Manchester-United-West-Ham-United-July-22-2020-Premier-League
43,2020-07-26,Sun,Premier League,Matchweek 38,Home,D 1–1,West Ham,Aston Villa,Y,DM,90,0,1,0,0,3,0,0,0,78,3,1,0,0.1,0.1,0.0,2,1,65,71,91.5,4,63,1,2,1,/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League
