,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,36.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,34.0,64.7,0.0,18.0,0.0,0.0,0.0,/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,Y,GK,90,0,0,0,0,0,0,1,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,0.0,18.0,0.0,0.0,0.0,/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,0.0,0.5,0.4895833333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–1,Everton,Wolves,Y,GK,90,0,0,0,0,0,0,0,0,41.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,39.0,66.7,0.0,25.0,0.0,0.0,0.0,/en/matches/18dfee28/Everton-Wolverhampton-Wanderers-August-26-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-30,Wed,EFL Cup,Second round,Away,W 2–1,Everton,Doncaster,Y*,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/17275060/Doncaster-Rovers-Everton-August-30-2023-EFL-Cup,1.0,0.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Everton,Sheffield Utd,Y,GK,90,0,0,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,55.6,0.0,30.0,0.0,0.0,0.0,/en/matches/87b46bb9/Sheffield-United-Everton-September-2-2023-Premier-League,0.5,0.3333333333333333,0.2023809523809523
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-09,Sat,Euro Qualifying,Group stage,Away,D 1–1,eng England,ua Ukraine,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a067451d/Ukraine-England-September-9-2023-Euro-Qualifying,0.5,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-17,Sun,Premier League,Matchweek 5,Home,L 0–1,Everton,Arsenal,Y,GK,90,0,0,0,0,0,0,0,0,47.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,45.0,48.9,0.0,26.0,0.0,0.0,0.0,/en/matches/b1278924/Everton-Arsenal-September-17-2023-Premier-League,0.0,0.6666666666666666,0.8
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 3–1,Everton,Brentford,Y,GK,90,0,0,0,0,0,0,0,0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,62.9,0.0,21.0,0.0,0.0,0.0,/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,1.0,0.3333333333333333,0.4222222222222222
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-27,Wed,EFL Cup,Third round,Away,W 2–1,Everton,Aston Villa,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/91394c43/Aston-Villa-Everton-September-27-2023-EFL-Cup,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 1–2,Everton,Luton Town,Y,GK,90,0,0,0,0,0,0,0,0,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,47.0,66.0,0.0,30.0,0.0,0.0,0.0,/en/matches/921d5f17/Everton-Luton-Town-September-30-2023-Premier-League,0.0,0.6666666666666666,0.1666666666666666
