,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 4–0,Aston Villa,Everton,N,AM,6,0,0,0,0,0,0,1,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,0.0,5.0,1.0,0.0,0.0,/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,1.0,0.5
1,1,2023-08-30,Wed,EFL Cup,Second round,Home,D 0 (2)–0 (3),Sheffield Utd,Lincoln City,Y,FW,62,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c6129149/Sheffield-United-Lincoln-City-August-30-2023-EFL-Cup,0.5,0.5
2,2,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Sheffield Utd,Everton,Y,FW,74,1,0,0,0,2,1,0,0,14.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,6.0,6.0,100.0,0.0,13.0,1.0,2.0,1.0,/en/matches/87b46bb9/Sheffield-United-Everton-September-2-2023-Premier-League,0.5,0.5
3,3,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–2,Sheffield Utd,Tottenham,Y,FW,90,0,0,0,0,0,0,1,0,29.0,1.0,0,3.0,0.0,0.0,0.1,2.0,0.0,17.0,21.0,81.0,2.0,21.0,2.0,1.0,1.0,/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League,0.0,0.6666666666666666
4,4,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–8,Sheffield Utd,Newcastle Utd,Y,FW,90,0,0,0,0,0,0,0,0,24.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,18.0,94.4,2.0,13.0,1.0,2.0,1.0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,0.0,0.3333333333333333
5,5,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Sheffield Utd,West Ham,Y,FW,78,0,0,0,0,2,0,0,0,24.0,1.0,0,0.0,0.2,0.2,0.2,4.0,0.0,16.0,17.0,94.1,1.0,15.0,0.0,1.0,0.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,0.0,0.16666666666666666
6,6,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–3,Sheffield Utd,Fulham,Y,FW,78,0,0,0,0,0,0,0,0,27.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,13.0,76.9,2.0,16.0,1.0,7.0,2.0,/en/matches/ffc59ea8/Fulham-Sheffield-United-October-7-2023-Premier-League,0.0,0.0
7,7,2023-10-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Sheffield Utd,Manchester Utd,Y,FW,90,0,0,0,0,4,2,0,0,35.0,0.0,1,2.0,0.2,0.2,0.2,2.0,0.0,11.0,14.0,78.6,0.0,22.0,2.0,4.0,1.0,/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,0.0,0.0
8,8,2023-10-28,Sat,Premier League,Matchweek 10,Away,L 0–5,Sheffield Utd,Arsenal,N,FW,32,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,2.0,0.0,1.0,0.0,/en/matches/d498f918/Arsenal-Sheffield-United-October-28-2023-Premier-League,0.0,0.0
9,9,2023-11-04,Sat,Premier League,Matchweek 11,Home,W 2–1,Sheffield Utd,Wolves,Y,FW,90,1,0,0,0,2,1,0,0,36.0,0.0,0,2.0,0.1,0.1,0.0,2.0,0.0,12.0,18.0,66.7,0.0,20.0,0.0,4.0,1.0,/en/matches/e841bbac/Sheffield-United-Wolverhampton-Wanderers-November-4-2023-Premier-League,1.0,0.0
10,10,2023-11-12,Sun,Premier League,Matchweek 12,Away,D 1–1,Sheffield Utd,Brighton,Y,FW,90,0,0,0,0,0,0,0,0,13.0,1.0,0,0.0,0.0,0.0,0.2,1.0,0.0,7.0,8.0,87.5,0.0,7.0,1.0,3.0,2.0,/en/matches/ebf41e41/Brighton-and-Hove-Albion-Sheffield-United-November-12-2023-Premier-League,0.5,0.3333333333333333
