,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2019-08-10,Sat,Premier League,Matchweek 1,Home,L 0–5,West Ham,Manchester City,N,FW,25,0,0,0,0,2,1,0,0,9,0,0,0,0.7,0.7,0.0,2,0,7,7,100.0,2,4,0,0,0,/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League
1,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 1–1,West Ham,Brighton,Y,FW,82,1,0,0,0,1,1,0,0,17,0,1,0,0.3,0.3,0.0,0,0,10,13,76.9,1,10,0,0,0,/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League
2,2019-09-06,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,Y,FW,86,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/3cd69096/United-States-Mexico-September-6-2019-Friendlies-M
3,2019-09-15,Sun,La Liga,Matchweek 4,Away,W 1–0,Sevilla,Alavés,N,FW,21,0,0,0,0,0,0,0,0,11,0,0,2,0.0,0.0,0.0,0,0,4,7,57.1,2,7,2,0,0,/en/matches/72f46f0e/Alaves-Sevilla-September-15-2019-La-Liga
4,2019-09-19,Thu,Europa Lg,Group stage,Away,W 3–0,es Sevilla,az Qarabağ Ağdam,Y,FW,71,1,0,0,0,4,1,0,0,30,1,0,1,0.3,0.3,0.0,1,0,13,20,65.0,0,18,0,1,1,/en/matches/5ecec8e0/Qarabag-Agdam-Sevilla-September-19-2019-Europa-League
5,2019-09-22,Sun,La Liga,Matchweek 5,Home,L 0–1,Sevilla,Real Madrid,N,FW,22,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,/en/matches/26bec54c/Sevilla-Real-Madrid-September-22-2019-La-Liga
6,2019-10-03,Thu,Europa Lg,Group stage,Home,W 1–0,es Sevilla,cy APOEL,Y,FW,78,1,0,0,0,2,2,0,0,27,2,0,1,0.7,0.7,0.0,3,0,15,19,78.9,3,21,1,1,1,/en/matches/a6f32888/Sevilla-APOEL-October-3-2019-Europa-League
7,2019-10-06,Sun,La Liga,Matchweek 8,Away,L 0–4,Sevilla,Barcelona,N,FW,26,0,0,0,0,1,0,0,0,11,0,0,0,0.5,0.5,0.0,1,0,4,8,50.0,0,7,0,0,0,/en/matches/4bb0f58e/Barcelona-Sevilla-October-6-2019-La-Liga
8,2019-10-20,Sun,La Liga,Matchweek 9,Home,W 1–0,Sevilla,Levante,Y,FW,79,0,0,0,0,3,2,0,0,19,2,0,1,0.8,0.8,0.0,0,0,9,10,90.0,0,9,1,0,0,/en/matches/62362e38/Sevilla-Levante-October-20-2019-La-Liga
9,2019-10-27,Sun,La Liga,Matchweek 10,Home,W 2–0,Sevilla,Getafe,Y,FW,80,1,0,0,0,4,3,0,0,29,2,0,0,0.7,0.7,0.1,1,0,9,15,60.0,1,13,2,0,0,/en/matches/ba1f5dd9/Sevilla-Getafe-October-27-2019-La-Liga
