,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-22,Tue,EFL Cup,Third round,Away,W 3–0,Manchester Utd,Luton Town,Y,DM,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/8b6d5b78/Luton-Town-Manchester-United-September-22-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 3–2,Manchester Utd,Brighton,N,DM,26,0,0,0,0,0,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,1.0,13.0,0.0,1.0,1.0,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,1.0,0.5,0.5512820512820513
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-30,Wed,EFL Cup,Fourth round,Away,W 3–0,Manchester Utd,Brighton,Y,DM,80,0,0,0,0,2,2,0,0,,,3,,,,,,,,,,,,,,,/en/matches/310f1db8/Brighton-and-Hove-Albion-Manchester-United-September-30-2020-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 1–6,Manchester Utd,Tottenham,N,AM,45,0,0,0,0,0,0,0,0,33.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,4.0,22.0,1.0,2.0,2.0,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,0.0,1.0,0.7142857142857143
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-17,Sat,Premier League,Matchweek 5,Away,W 4–1,Manchester Utd,Newcastle Utd,Y,DM,68,0,0,0,0,3,0,0,0,64.0,3.0,2,0.0,0.1,0.1,0.0,2.0,0.0,51.0,56.0,91.1,5.0,50.0,1.0,2.0,2.0,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,1.0,0.6666666666666666,0.6071428571428571
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-20,Tue,Champions Lg,Group stage,Away,W 2–1,eng Manchester Utd,fr Paris S-G,Y,"CM,RM",90,0,0,0,0,0,0,0,0,48.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,28.0,31.0,90.3,3.0,20.0,3.0,4.0,2.0,/en/matches/58dadb06/Paris-Saint-Germain-Manchester-United-October-20-2020-Champions-League,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 0–0,Manchester Utd,Chelsea,Y,DM,90,0,0,0,0,1,0,1,0,95.0,2.0,3,2.0,0.0,0.0,0.0,4.0,0.0,72.0,85.0,84.7,8.0,53.0,1.0,0.0,0.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.5833333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-28,Wed,Champions Lg,Group stage,Home,W 5–0,eng Manchester Utd,de RB Leipzig,Y,RM,90,0,0,0,0,2,1,0,0,67.0,0.0,3,3.0,0.1,0.1,0.1,6.0,3.0,42.0,52.0,80.8,4.0,26.0,1.0,2.0,0.0,/en/matches/057b1ad9/Manchester-United-RB-Leipzig-October-28-2020-Champions-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-01,Sun,Premier League,Matchweek 7,Home,L 0–1,Manchester Utd,Arsenal,Y,DM,61,0,0,0,0,0,0,1,0,60.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,54.0,83.3,0.0,39.0,0.0,0.0,0.0,/en/matches/75dd1359/Manchester-United-Arsenal-November-1-2020-Premier-League,0.0,0.8333333333333334,0.4999999999999999
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-07,Sat,Premier League,Matchweek 8,Away,W 3–1,Manchester Utd,Everton,Y,DM,90,0,0,0,0,0,0,1,0,75.0,2.0,1,1.0,0.0,0.0,0.4,3.0,1.0,61.0,67.0,91.0,7.0,45.0,0.0,1.0,1.0,/en/matches/ab9f408d/Everton-Manchester-United-November-7-2020-Premier-League,1.0,0.5,0.3205128205128205
