,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-10-03,Mon,Matchweek 6,Home,L 0–1,Burnley,Tottenham,Y,RM,83,22,32,68.8,330,59,12,19,63.2,7,8,87.5,1,3,33.3,0,0.0,0.0,0,2,0,0,1,/en/matches/4931660e/Burnley-Tottenham-Hotspur-October-26-2020-Premier-League
1,2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020-10-03,Fri,Matchweek 8,Away,D 0–0,Burnley,Brighton,N,"On matchday squad, but did not play",/en/matches/c23d7844/Brighton-and-Hove-Albion-Burnley-November-6-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
3,2020-10-03,Mon,Matchweek 9,Home,W 1–0,Burnley,Crystal Palace,Y,RM,66,27,31,87.1,413,93,11,12,91.7,10,11,90.9,2,4,50.0,0,0.1,0.0,1,2,0,0,1,/en/matches/1dde1d03/Burnley-Crystal-Palace-November-23-2020-Premier-League
4,2020-10-03,Sat,Matchweek 10,Away,L 0–5,Burnley,Manchester City,N,"On matchday squad, but did not play",/en/matches/2069ffbc/Manchester-City-Burnley-November-28-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020-10-03,Tue,Matchweek 1,Home,L 0–1,Burnley,Manchester Utd,Y,RM,90,16,23,69.6,215,109,9,10,90.0,4,7,57.1,1,3,33.3,0,0.0,0.0,0,3,0,0,2,/en/matches/2c8aa556/Burnley-Manchester-United-January-12-2021-Premier-League
7,2020-10-03,Sat,Matchweek 19,Away,L 0–1,Burnley,West Ham,Y,RM,45,12,14,85.7,121,32,11,12,91.7,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,1,/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League
8,2020-10-03,Thu,Matchweek 18,Away,W 1–0,Burnley,Liverpool,N,RM,26,6,8,75.0,101,58,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,2,0,0,0,/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League
9,2020-10-03,Wed,Matchweek 20,Home,W 3–2,Burnley,Aston Villa,N,RM,31,3,4,75.0,30,0,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League
10,2020-10-03,Sun,Matchweek 21,Away,L 0–2,Burnley,Chelsea,N,RM,29,4,6,66.7,92,41,2,2,100.0,0,1,0.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,/en/matches/3372f3f3/Chelsea-Burnley-January-31-2021-Premier-League
11,2020-10-03,Wed,Matchweek 22,Home,L 0–2,Burnley,Manchester City,Y,RM,90,22,33,66.7,315,67,11,14,78.6,9,11,81.8,1,4,25.0,0,0.0,0.0,0,2,0,0,3,/en/matches/a05d7ae7/Burnley-Manchester-City-February-3-2021-Premier-League
12,2020-10-03,Sat,Matchweek 23,Home,D 1–1,Burnley,Brighton,Y,RM,90,27,34,79.4,342,78,22,25,88.0,3,4,75.0,2,5,40.0,0,0.1,0.1,2,1,1,1,2,/en/matches/4400251e/Burnley-Brighton-and-Hove-Albion-February-6-2021-Premier-League
13,2020-10-03,Sat,Matchweek 24,Away,W 3–0,Burnley,Crystal Palace,Y,RM,71,22,26,84.6,294,79,13,13,100.0,4,5,80.0,2,3,66.7,0,0.0,0.0,0,2,0,0,1,/en/matches/34a4b546/Crystal-Palace-Burnley-February-13-2021-Premier-League
14,2020-10-03,Wed,Matchweek 17,Home,D 1–1,Burnley,Fulham,Y,RM,39,3,6,50.0,32,7,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,/en/matches/6285d050/Burnley-Fulham-February-17-2021-Premier-League
15,2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-10-03,Sat,Matchweek 27,Home,D 1–1,Burnley,Arsenal,Y,RM,67,17,21,81.0,219,49,9,11,81.8,7,9,77.8,0,0,,0,0.0,0.0,0,0,0,0,1,/en/matches/db9a5ac8/Burnley-Arsenal-March-6-2021-Premier-League
17,2020-10-03,Sat,Matchweek 28,Away,W 2–1,Burnley,Everton,Y,RM,65,18,23,78.3,280,12,12,14,85.7,4,5,80.0,2,3,66.7,0,0.1,0.1,1,0,1,0,1,/en/matches/91cce376/Everton-Burnley-March-13-2021-Premier-League
18,2020-10-03,Sun,Matchweek 30,Away,L 2–3,Burnley,Southampton,Y,RM,89,20,30,66.7,282,36,13,16,81.3,6,9,66.7,1,4,25.0,0,0.0,0.0,0,0,1,0,3,/en/matches/2c313b76/Southampton-Burnley-April-4-2021-Premier-League
19,2020-10-03,Sun,Matchweek 31,Home,L 1–2,Burnley,Newcastle Utd,Y,RM,89,24,33,72.7,361,100,14,15,93.3,8,10,80.0,1,5,20.0,0,0.1,0.1,1,1,2,1,2,/en/matches/daebaaa1/Burnley-Newcastle-United-April-11-2021-Premier-League
20,2020-10-03,Sun,Matchweek 32,Away,L 1–3,Burnley,Manchester Utd,Y,RM,87,14,19,73.7,151,16,8,9,88.9,2,3,66.7,1,3,33.3,0,0.0,0.0,1,1,0,0,0,/en/matches/3e00561f/Manchester-United-Burnley-April-18-2021-Premier-League
21,2020-10-03,Sun,Matchweek 33,Away,W 4–0,Burnley,Wolves,N,"On matchday squad, but did not play",/en/matches/5656770f/Wolverhampton-Wanderers-Burnley-April-25-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
