,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-31,Sat,Matchweek 10,Home,W 2–1,Bournemouth,Leicester City,Y,RB,71,47,39,8,0,0,0,6,8,0,0,0,0,32,0,2,/en/matches/7db2a40a/Bournemouth-Leicester-City-October-8-2022-Premier-League
2,2022-08-31,Sat,Matchweek 11,Away,D 2–2,Bournemouth,Fulham,Y,RB,90,22,16,6,1,0,0,0,5,0,0,0,0,16,0,0,/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League
3,2022-08-31,Wed,Matchweek 12,Home,L 0–1,Bournemouth,Southampton,Y,"WB,RB",82,62,54,8,0,0,0,4,8,0,0,0,0,48,0,4,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League
4,2022-08-31,Mon,Matchweek 13,Away,L 0–2,Bournemouth,West Ham,Y,RB,56,20,15,5,0,0,0,0,5,0,0,0,0,15,0,1,/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League
5,2022-08-31,Sat,Matchweek 14,Home,L 2–3,Bournemouth,Tottenham,N,"WB,AM",13,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League
6,2022-08-31,Sat,Matchweek 15,Away,L 3–4,Bournemouth,Leeds United,Y,RB,72,22,14,8,0,0,0,2,8,0,0,0,0,10,0,1,/en/matches/63975c3e/Leeds-United-Bournemouth-November-5-2022-Premier-League
7,2022-08-31,Sat,Matchweek 16,Home,W 3–0,Bournemouth,Everton,N,"On matchday squad, but did not play",/en/matches/54f23f03/Bournemouth-Everton-November-12-2022-Premier-League,,,,,,,,,,,,,,,,
8,2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-31,Sat,Matchweek 23,Home,D 1–1,Bournemouth,Newcastle Utd,N,RB,12,5,3,2,0,0,0,0,2,0,0,0,0,2,0,2,/en/matches/d9339e30/Bournemouth-Newcastle-United-February-11-2023-Premier-League
10,2022-08-31,Sat,Matchweek 24,Away,W 1–0,Bournemouth,Wolves,N,"On matchday squad, but did not play",/en/matches/eaf37ab4/Wolverhampton-Wanderers-Bournemouth-February-18-2023-Premier-League,,,,,,,,,,,,,,,,
11,2022-08-31,Sat,Matchweek 25,Home,L 1–4,Bournemouth,Manchester City,N,RB,32,7,7,0,0,0,0,2,0,0,0,0,0,4,0,0,/en/matches/e731c1dd/Bournemouth-Manchester-City-February-25-2023-Premier-League
12,2022-08-31,Sat,Matchweek 26,Away,L 2–3,Bournemouth,Arsenal,N,LB,27,6,4,2,0,0,0,0,2,0,0,0,0,5,0,0,/en/matches/3e9a33fc/Arsenal-Bournemouth-March-4-2023-Premier-League
13,2022-08-31,Sat,Matchweek 27,Home,W 1–0,Bournemouth,Liverpool,N,RB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d376dff8/Bournemouth-Liverpool-March-11-2023-Premier-League
