,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-06-03,Fri,UEFA Nations League,League C,Away,W 1–0,sk Slovakia,by Belarus,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6ddc23c1/Belarus-Slovakia-June-3-2022-UEFA-Nations-League
1,2022-06-06,Mon,UEFA Nations League,League C,Home,L 0–1,sk Slovakia,kz Kazakhstan,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/63514caf/Slovakia-Kazakhstan-June-6-2022-UEFA-Nations-League
2,2022-06-10,Fri,UEFA Nations League,League C,Away,W 1–0,sk Slovakia,az Azerbaijan,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/16a74132/Azerbaijan-Slovakia-June-10-2022-UEFA-Nations-League
3,2022-06-13,Mon,UEFA Nations League,League C,Away,L 1–2,sk Slovakia,kz Kazakhstan,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/73b1d84c/Kazakhstan-Slovakia-June-13-2022-UEFA-Nations-League
4,2022-08-06,Sat,Premier League,Matchweek 1,Home,D 2–2,Fulham,Liverpool,Y,GK,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,13,32,40.6,0,18,0,0,0,/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League
5,2022-08-13,Sat,Premier League,Matchweek 2,Away,D 0–0,Fulham,Wolves,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,16,29,55.2,0,18,0,0,0,/en/matches/669b1665/Wolverhampton-Wanderers-Fulham-August-13-2022-Premier-League
6,2022-08-23,Tue,EFL Cup,Second round,Away,L 0–2,Fulham,Crawley Town,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/356c3c63/Crawley-Town-Fulham-August-23-2022-EFL-Cup
7,2022-09-22,Thu,UEFA Nations League,League C,Home,L 1–2,sk Slovakia,az Azerbaijan,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8a01fcfd/Slovakia-Azerbaijan-September-22-2022-UEFA-Nations-League
8,2022-09-25,Sun,UEFA Nations League,League C,Home,D 1–1,sk Slovakia,by Belarus,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2e165781/Slovakia-Belarus-September-25-2022-UEFA-Nations-League
9,2023-01-07,Sat,FA Cup,Third round proper,Away,W 2–0,Fulham,Hull City,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8455c1f4/Hull-City-Fulham-January-7-2023-FA-Cup
10,2023-01-28,Sat,FA Cup,Fourth round proper,Home,D 1–1,Fulham,Sunderland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/191b65be/Fulham-Sunderland-January-28-2023-FA-Cup
11,2023-02-08,Wed,FA Cup,Fourth round proper,Away,W 3–2,Fulham,Sunderland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d68f2383/Sunderland-Fulham-February-8-2023-FA-Cup
12,2023-02-28,Tue,FA Cup,Fifth round proper,Home,W 2–0,Fulham,Leeds United,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/894f2b33/Fulham-Leeds-United-February-28-2023-FA-Cup
