,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2023-01-22,Sat,Matchweek 23,Away,W 2–1,Wolves,Southampton,Y,"LW,RW",90,48,0,9,20,19,2,48,2,0,0.0,2,100.0,31,84,28,0,4,0,1,1,35,7,/en/matches/8c7913ed/Southampton-Wolverhampton-Wanderers-February-11-2023-Premier-League
1,2023-01-22,Sat,Matchweek 24,Home,L 0–1,Wolves,Bournemouth,Y,"LW,AM",90,76,0,7,27,44,5,76,2,0,0.0,1,50.0,51,232,103,3,3,0,1,1,53,12,/en/matches/eaf37ab4/Wolverhampton-Wanderers-Bournemouth-February-18-2023-Premier-League
2,2023-01-22,Fri,Matchweek 25,Away,D 1–1,Wolves,Fulham,Y,RM,75,38,1,7,18,13,2,38,0,0,,0,,20,93,39,1,1,0,1,3,27,3,/en/matches/b452508e/Fulham-Wolverhampton-Wanderers-February-24-2023-Premier-League
3,2023-01-22,Wed,Matchweek 7,Away,L 0–2,Wolves,Liverpool,Y,RW,45,16,0,3,5,8,2,16,1,0,0.0,1,100.0,13,91,22,0,2,0,0,2,12,2,/en/matches/5e05f5f4/Liverpool-Wolverhampton-Wanderers-March-1-2023-Premier-League
4,2023-01-22,Sat,Matchweek 26,Home,W 1–0,Wolves,Tottenham,Y,"RW,AM",66,31,3,8,17,7,0,31,1,0,0.0,1,100.0,25,172,107,4,0,0,0,0,23,2,/en/matches/bf4ac62d/Wolverhampton-Wanderers-Tottenham-Hotspur-March-4-2023-Premier-League
5,2023-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-01-22,Sat,Matchweek 28,Home,L 2–4,Wolves,Leeds United,N,"AM,RW",45,44,0,2,18,24,4,44,0,0,,0,,21,88,29,0,1,0,1,2,28,7,/en/matches/3cb714a4/Wolverhampton-Wanderers-Leeds-United-March-18-2023-Premier-League
7,2023-01-22,Sat,Matchweek 29,Away,D 1–1,Wolves,Nott'ham Forest,N,"RW,DM",45,33,0,1,16,16,1,33,0,0,,0,,19,75,28,1,1,1,2,1,25,4,/en/matches/c14b278c/Nottingham-Forest-Wolverhampton-Wanderers-April-1-2023-Premier-League
8,2023-01-22,Sat,Matchweek 30,Home,W 1–0,Wolves,Chelsea,N,"LW,LM",16,8,0,2,4,2,0,8,0,0,,0,,6,21,7,0,1,0,0,1,6,0,/en/matches/aa1fa8dc/Wolverhampton-Wanderers-Chelsea-April-8-2023-Premier-League
9,2023-01-22,Sat,Matchweek 31,Home,W 2–0,Wolves,Brentford,Y,LM,63,43,2,9,18,16,0,43,1,0,0.0,1,100.0,23,73,35,1,0,0,1,1,25,3,/en/matches/b2402736/Wolverhampton-Wanderers-Brentford-April-15-2023-Premier-League
10,2023-01-22,Sat,Matchweek 32,Away,L 1–2,Wolves,Leicester City,Y,LM,57,32,0,3,12,17,1,32,1,1,100.0,0,0.0,19,68,29,3,0,1,1,0,23,2,/en/matches/b87e66b4/Leicester-City-Wolverhampton-Wanderers-April-22-2023-Premier-League
11,2023-01-22,Tue,Matchweek 33,Home,W 2–0,Wolves,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/825c78f1/Wolverhampton-Wanderers-Crystal-Palace-April-25-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
12,2023-01-22,Sat,Matchweek 34,Away,L 0–6,Wolves,Brighton,N,"On matchday squad, but did not play",/en/matches/21f920e0/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-April-29-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
13,2023-01-22,Sat,Matchweek 35,Home,W 1–0,Wolves,Aston Villa,N,"On matchday squad, but did not play",/en/matches/217a7faf/Wolverhampton-Wanderers-Aston-Villa-May-6-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
14,2023-01-22,Sat,Matchweek 36,Away,L 0–2,Wolves,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
15,2023-01-22,Sat,Matchweek 37,Home,D 1–1,Wolves,Everton,Y,FW,69,36,3,8,16,12,2,36,1,0,0.0,1,100.0,14,59,32,3,2,2,1,1,26,8,/en/matches/ff2b58c3/Wolverhampton-Wanderers-Everton-May-20-2023-Premier-League
16,2023-01-22,Sun,Matchweek 38,Away,L 0–5,Wolves,Arsenal,N,"On matchday squad, but did not play",/en/matches/71d5bd41/Arsenal-Wolverhampton-Wanderers-May-28-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
