,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-09-15,Tue,EFL Cup,Second round,Home,W 3–0,West Ham,Charlton Ath,Y,RB,83,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/5ec9c0b9/West-Ham-United-Charlton-Athletic-September-15-2020-EFL-Cup
1,2020-09-22,Tue,EFL Cup,Third round,Home,W 5–1,West Ham,Hull City,Y,LB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/247eac03/West-Ham-United-Hull-City-September-22-2020-EFL-Cup
2,2020-09-27,Sun,Premier League,Matchweek 3,Home,W 4–0,West Ham,Wolves,N,RB,42,0,0,0,0,0,0,0,0,19,1,1,0,0.0,0.0,0.0,0,0,13,16,81.3,2,10,0,0,0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League
3,2020-09-30,Wed,EFL Cup,Fourth round,Away,L 1–4,West Ham,Everton,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9219349f/Everton-West-Ham-United-September-30-2020-EFL-Cup
4,2020-10-23,Fri,PL2 — Div. 1,Matchweek 6,Home,D 0–0,West Ham,Blackburn,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ec364e00/West-Ham-United-U23-Blackburn-Rovers-U23-October-23-2020-Premier-League-2----Division-1
5,2020-12-05,Sat,Premier League,Matchweek 11,Home,L 1–3,West Ham,Manchester Utd,N,WB,6,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,1,0,0,/en/matches/c2206b97/West-Ham-United-Manchester-United-December-5-2020-Premier-League
6,2020-12-11,Fri,Premier League,Matchweek 12,Away,W 2–1,West Ham,Leeds United,N,RW,6,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,3,0,0,0,/en/matches/2d36ffad/Leeds-United-West-Ham-United-December-11-2020-Premier-League
7,2020-12-27,Sun,Premier League,Matchweek 15,Home,D 2–2,West Ham,Brighton,Y,WB,90,1,0,0,0,1,1,0,0,42,0,3,0,0.4,0.4,0.0,1,0,23,36,63.9,5,25,0,2,1,/en/matches/7ba8c6e9/West-Ham-United-Brighton-and-Hove-Albion-December-27-2020-Premier-League
8,2021-01-11,Mon,FA Cup,Third round proper,Away,W 1–0,West Ham,Stockport,Y,LB,72,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/4945d0de/Stockport-West-Ham-United-January-11-2021-FA-Cup
9,2021-01-23,Sat,FA Cup,Fourth round proper,Home,W 4–0,West Ham,Doncaster,Y,LB,90,0,0,0,0,1,1,0,0,,,4,,,,,,,,,,,,,,,/en/matches/9292ddaa/West-Ham-United-Doncaster-Rovers-January-23-2021-FA-Cup
