,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020-09-12,Sat,Matchweek 4,Home,W 3–1,Newcastle Utd,Burnley,Y,"LM,FW",72,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League
2,2020-09-12,Sat,Matchweek 5,Home,L 1–4,Newcastle Utd,Manchester Utd,Y,LM,90,0,0,0,0,4,0,2,0,1,0,0,0,5,0,1,0.0,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League
3,2020-09-12,Sun,Matchweek 6,Away,D 1–1,Newcastle Utd,Wolves,Y,FW,78,0,0,0,1,2,0,1,1,2,0,0,0,5,1,1,50.0,/en/matches/76661e3c/Wolverhampton-Wanderers-Newcastle-United-October-25-2020-Premier-League
4,2020-09-12,Sun,Matchweek 7,Home,W 2–1,Newcastle Utd,Everton,Y,FW,73,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League
5,2020-09-12,Fri,Matchweek 8,Away,L 0–2,Newcastle Utd,Southampton,Y,"FW,LM",90,0,0,0,0,2,0,1,0,1,0,0,0,6,0,0,,/en/matches/4117b695/Southampton-Newcastle-United-November-6-2020-Premier-League
6,2020-09-12,Sat,Matchweek 9,Home,L 0–2,Newcastle Utd,Chelsea,Y,LM,73,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,/en/matches/dbcba6c6/Newcastle-United-Chelsea-November-21-2020-Premier-League
7,2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020-09-12,Sat,Matchweek 11,Away,L 0–2,Newcastle Utd,Aston Villa,N,"CM,FW",20,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League
9,2020-09-12,Tue,Matchweek 20,Home,L 1–2,Newcastle Utd,Leeds United,N,LM,27,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,,/en/matches/831d8a36/Newcastle-United-Leeds-United-January-26-2021-Premier-League
10,2020-09-12,Sat,Matchweek 21,Away,W 2–0,Newcastle Utd,Everton,N,FW,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/matches/88053fb0/Everton-Newcastle-United-January-30-2021-Premier-League
11,2020-09-12,Tue,Matchweek 22,Home,L 1–2,Newcastle Utd,Crystal Palace,N,"AM,LM,CM",28,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,,/en/matches/ca8297c0/Newcastle-United-Crystal-Palace-February-2-2021-Premier-League
12,2020-09-12,Sat,Matchweek 23,Home,W 3–2,Newcastle Utd,Southampton,Y,FW,66,0,0,0,0,3,1,0,1,0,0,0,0,3,1,0,100.0,/en/matches/5313627a/Newcastle-United-Southampton-February-6-2021-Premier-League
13,2020-09-12,Mon,Matchweek 24,Away,L 0–2,Newcastle Utd,Chelsea,Y,LW,71,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,/en/matches/dd033287/Chelsea-Newcastle-United-February-15-2021-Premier-League
14,2020-09-12,Sun,Matchweek 25,Away,L 1–3,Newcastle Utd,Manchester Utd,Y,FW,76,0,0,0,0,2,1,1,1,0,0,0,0,7,0,1,0.0,/en/matches/401e0d48/Manchester-United-Newcastle-United-February-21-2021-Premier-League
15,2020-09-12,Sat,Matchweek 26,Home,D 1–1,Newcastle Utd,Wolves,Y,LW,62,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,100.0,/en/matches/99e5e3dc/Newcastle-United-Wolverhampton-Wanderers-February-27-2021-Premier-League
16,2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2020-09-12,Sun,Matchweek 30,Home,D 2–2,Newcastle Utd,Tottenham,N,FW,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,/en/matches/7a399858/Newcastle-United-Tottenham-Hotspur-April-4-2021-Premier-League
18,2020-09-12,Sun,Matchweek 31,Away,W 2–1,Newcastle Utd,Burnley,N,FW,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,/en/matches/daebaaa1/Burnley-Newcastle-United-April-11-2021-Premier-League
19,2020-09-12,Sat,Matchweek 32,Home,W 3–2,Newcastle Utd,West Ham,Y,FW,63,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,,/en/matches/25a3b695/Newcastle-United-West-Ham-United-April-17-2021-Premier-League
20,2020-09-12,Sat,Matchweek 33,Away,D 1–1,Newcastle Utd,Liverpool,Y,FW,90,0,0,0,1,3,1,2,0,1,0,0,0,7,0,1,0.0,/en/matches/81e8aaf4/Liverpool-Newcastle-United-April-24-2021-Premier-League
21,2020-09-12,Sun,Matchweek 34,Home,L 0–2,Newcastle Utd,Arsenal,Y,"FW,LM",90,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0.0,/en/matches/af2c27de/Newcastle-United-Arsenal-May-2-2021-Premier-League
22,2020-09-12,Fri,Matchweek 35,Away,W 4–2,Newcastle Utd,Leicester City,Y,FW,83,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,/en/matches/d93b0c17/Leicester-City-Newcastle-United-May-7-2021-Premier-League
23,2020-09-12,Fri,Matchweek 36,Home,L 3–4,Newcastle Utd,Manchester City,Y,FW,90,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League
24,2020-09-12,Wed,Matchweek 37,Home,W 1–0,Newcastle Utd,Sheffield Utd,Y,FW,70,0,0,0,0,3,1,1,0,0,0,0,0,2,1,1,50.0,/en/matches/62adcd41/Newcastle-United-Sheffield-United-May-19-2021-Premier-League
25,2020-09-12,Sun,Matchweek 38,Away,W 2–0,Newcastle Utd,Fulham,Y,FW,64,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,/en/matches/f966eee0/Fulham-Newcastle-United-May-23-2021-Premier-League
