,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-10-14,Fri,PL2 — Div. 2,Matchweek 5,Away,W 2–1,Newcastle United,Aston Villa,Y,AM,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e439fecd/Aston-Villa-U21-Newcastle-United-U21-October-14-2022-Premier-League-2----Division-2
1,2023-01-30,Mon,PL2 — Div. 2,Matchweek 10,Away,L 1–2,Newcastle United,Sunderland,Y,DM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/280657b6/Sunderland-U21-Newcastle-United-U21-January-30-2023-Premier-League-2----Division-2
2,2023-02-13,Mon,PL2 — Div. 2,Matchweek 15,Home,D 2–2,Newcastle United,Leeds United,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/eaca3d7c/Newcastle-United-U21-Leeds-United-U21-February-13-2023-Premier-League-2----Division-2
3,2023-02-24,Fri,PL2 — Div. 2,Matchweek 17,Away,D 2–2,Newcastle United,Stoke City,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1679313e/Stoke-City-U21-Newcastle-United-U21-February-24-2023-Premier-League-2----Division-2
4,2023-03-06,Mon,PL2 — Div. 2,Matchweek 18,Home,L 2–5,Newcastle United,West Bromwich Albion,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/68a8784b/Newcastle-United-U21-West-Bromwich-Albion-U21-March-6-2023-Premier-League-2----Division-2
5,2023-03-18,Sat,PL2 — Div. 2,Matchweek 19,Away,L 1–3,Newcastle United,Nottingham Forest,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f220912d/Nottingham-Forest-U21-Newcastle-United-U21-March-18-2023-Premier-League-2----Division-2
6,2023-04-03,Mon,PL2 — Div. 2,Matchweek 20,Home,D 0–0,Newcastle United,Middlesbrough,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/804e7d31/Newcastle-United-U21-Middlesbrough-U21-April-3-2023-Premier-League-2----Division-2
7,2023-04-17,Mon,PL2 — Div. 2,Matchweek 21,Home,W 4–3,Newcastle United,Norwich City,Y,CM,90,1,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/7ab56f51/Newcastle-United-U21-Norwich-City-U21-April-17-2023-Premier-League-2----Division-2
8,2023-04-24,Mon,PL2 — Div. 2,Matchweek 22,Away,W 4–1,Newcastle United,Derby County,Y,AM,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2c34ef3b/Derby-County-U21-Newcastle-United-U21-April-24-2023-Premier-League-2----Division-2
9,2023-05-28,Sun,Premier League,Matchweek 38,Away,D 1–1,Newcastle Utd,Chelsea,N,LM,15,0,0,0,0,1,0,0,0,9,0,0,1,0.1,0.1,0.0,1,0,5,6,83.3,0,3,0,0,0,/en/matches/4f7b1a0d/Chelsea-Newcastle-United-May-28-2023-Premier-League
