,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2023-08-29,Tue,EFL Cup,Second round,Home,W 5–0,Wolves,Blackpool,Y,CB,90,2,0,0,0,2,2,0,0,,,3,,,,,,,,,,,,,,,/en/matches/9d04868d/Wolverhampton-Wanderers-Blackpool-August-29-2023-EFL-Cup
1,2023-09-10,Sun,Euro Qualifying,Group stage,Home,L 1–2,ie Rep. of Ireland,nl Netherlands,Y,DM,86,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/24e4bf78/Republic-of-Ireland-Netherlands-September-10-2023-Euro-Qualifying
2,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Wolves,Liverpool,N,RW,31,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.1,1,0,9,12,75.0,1,13,0,2,1,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League
3,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 1–1,Wolves,Luton Town,N,"LB,RB",45,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,0,0,10,16,62.5,0,10,1,1,0,/en/matches/76a1421e/Luton-Town-Wolverhampton-Wanderers-September-23-2023-Premier-League
4,2023-09-26,Tue,EFL Cup,Third round,Away,L 2–3,Wolves,Ipswich Town,Y,RM,90,0,0,0,0,4,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/42b942aa/Ipswich-Town-Wolverhampton-Wanderers-September-26-2023-EFL-Cup
5,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Wolves,Manchester City,N,"LM,LW",17,0,0,0,0,0,0,0,0,9,0,1,1,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,/en/matches/60ce29cd/Wolverhampton-Wanderers-Manchester-City-September-30-2023-Premier-League
6,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Wolves,Aston Villa,N,LM,45,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,0,0,14,19,73.7,0,11,0,1,1,/en/matches/3292ed35/Wolverhampton-Wanderers-Aston-Villa-October-8-2023-Premier-League
7,2023-10-13,Fri,Euro Qualifying,Group stage,Home,L 0–2,ie Rep. of Ireland,gr Greece,Y,CB,90,0,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/aa5588ab/Republic-of-Ireland-Greece-October-13-2023-Euro-Qualifying
8,2023-10-16,Mon,Euro Qualifying,Group stage,Away,W 4–0,ie Rep. of Ireland,gi Gibraltar,Y,RB,90,1,1,0,0,2,1,1,0,,,1,,,,,,,,,,,,,,,/en/matches/be20ba78/Gibraltar-Republic-of-Ireland-October-16-2023-Euro-Qualifying
9,2023-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Wolves,Bournemouth,Y,RM,90,0,0,0,0,1,0,0,0,71,3,1,1,0.0,0.0,0.4,3,0,48,63,76.2,2,22,0,1,0,/en/matches/007b352e/Bournemouth-Wolverhampton-Wanderers-October-21-2023-Premier-League
10,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 2–1,Wolves,Tottenham,N,"RM,WB",24,0,0,0,0,0,0,1,0,11,0,0,1,0.0,0.0,0.0,0,0,7,10,70.0,1,8,0,0,0,/en/matches/1634f066/Wolverhampton-Wanderers-Tottenham-Hotspur-November-11-2023-Premier-League
