,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-07,Mon,UEFA Nations League,League A,Away,W 2–1,pl Poland,ba Bosnia & Herz'na,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fe572817/Bosnia-and-Herzegovina-Poland-September-7-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Premier League,Matchweek 1,Home,L 0–2,West Ham,Newcastle Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,0.0,14.0,0.0,0.0,0.0,/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 1–2,West Ham,Arsenal,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,74.3,0.0,20.0,0.0,0.0,0.0,/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-27,Sun,Premier League,Matchweek 3,Home,W 4–0,West Ham,Wolves,Y,GK,90,0,0,0,0,0.0,0.0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,55.2,0.0,16.0,0.0,0.0,0.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,1.0,0.3333333333333333,0.4285714285714285
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Away,W 3–0,West Ham,Leicester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,50.0,0.0,19.0,0.0,0.0,0.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,1.0,0.3333333333333333,0.7976190476190476
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-11,Sun,UEFA Nations League,League A,Home,D 0–0,pl Poland,it Italy,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c940abe8/Poland-Italy-October-11-2020-UEFA-Nations-League,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 3–3,West Ham,Tottenham,Y,GK,90,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,100.0,0.0,14.0,0.0,0.0,0.0,/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,0.5,0.8333333333333334,0.726190476190476
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 1–1,West Ham,Manchester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,67.6,0.0,19.0,0.0,0.0,0.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,0.6666666666666666,0.75
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-31,Sat,Premier League,Matchweek 7,Away,L 1–2,West Ham,Liverpool,Y,GK,90,0,0,0,0,0.0,0.0,0,0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,35.0,40.0,0.0,17.0,0.0,0.0,0.0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,0.0,0.5,0.9166666666666669
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-07,Sat,Premier League,Matchweek 8,Home,W 1–0,West Ham,Fulham,Y,GK,90,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,23.0,73.9,0.0,12.0,0.0,0.0,0.0,/en/matches/f075fddc/West-Ham-United-Fulham-November-7-2020-Premier-League,1.0,0.3333333333333333,0.4743589743589744
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-18,Wed,UEFA Nations League,League A,Home,L 1–2,pl Poland,nl Netherlands,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/f8ca734b/Poland-Netherlands-November-18-2020-UEFA-Nations-League,0.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-22,Sun,Premier League,Matchweek 9,Away,W 1–0,West Ham,Sheffield Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,60.7,0.0,14.0,0.0,0.0,0.0,/en/matches/8ed7d991/Sheffield-United-West-Ham-United-November-22-2020-Premier-League,1.0,0.3333333333333333,0.119047619047619
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-11-30,Mon,Premier League,Matchweek 10,Home,W 2–1,West Ham,Aston Villa,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,32.0,43.8,0.0,14.0,0.0,0.0,0.0,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,1.0,0.6666666666666666,0.3333333333333333
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-12-05,Sat,Premier League,Matchweek 11,Home,L 1–3,West Ham,Manchester Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,60.0,0.0,13.0,0.0,0.0,0.0,/en/matches/c2206b97/West-Ham-United-Manchester-United-December-5-2020-Premier-League,0.0,0.6666666666666666,0.6428571428571429
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-12-11,Fri,Premier League,Matchweek 12,Away,W 2–1,West Ham,Leeds United,Y,GK,90,0,0,0,0,0.0,0.0,1,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,31.0,74.2,0.0,21.0,0.0,0.0,0.0,/en/matches/2d36ffad/Leeds-United-West-Ham-United-December-11-2020-Premier-League,1.0,0.6666666666666666,0.5714285714285714
