,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,LB,90,0,0,0,0,1,0,0,0,89.0,4.0,1,3.0,0.2,0.2,0.0,1.0,0.0,58.0,75.0,77.3,2.0,54.0,0.0,0.0,0.0,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,1.0,0.5,0.5104166666666667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,54.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,43.0,51.0,84.3,0.0,33.0,2.0,0.0,0.0,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,0.0,0.5,0.6060606060606061
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,Y,"LB,CB",90,0,0,0,0,0,0,0,0,66.0,3.0,0,1.0,0.0,0.0,0.1,2.0,0.0,51.0,57.0,89.5,3.0,38.0,1.0,0.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,Y,"CB,LB",90,0,0,0,0,0,0,1,0,48.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,88.1,1.0,27.0,0.0,0.0,0.0,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,0.0,0.3333333333333333,0.6041666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,Y,LB,90,0,0,0,0,0,0,0,0,80.0,2.0,3,1.0,0.0,0.0,0.1,2.0,0.0,51.0,66.0,77.3,4.0,25.0,0.0,1.0,0.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,1.0,0.0,0.53125
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-19,Tue,Champions Lg,Group stage,Away,D 0–0,eng Newcastle Utd,it Milan,Y,LB,90,0,0,0,0,1,0,0,0,57.0,5.0,0,4.0,0.0,0.0,0.0,1.0,0.0,24.0,35.0,68.6,4.0,15.0,0.0,0.0,0.0,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,Y,"LB,CB",90,1,0,0,0,2,1,0,0,77.0,2.0,1,0.0,0.4,0.4,0.0,1.0,0.0,53.0,66.0,80.3,5.0,47.0,2.0,1.0,1.0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,1.0,0.5,0.3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,LB,90,0,0,0,0,1,0,0,0,67.0,0.0,0,4.0,0.2,0.2,0.0,0.0,0.0,45.0,58.0,77.6,3.0,12.0,0.0,0.0,0.0,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,1.0,0.8333333333333334,0.4166666666666667
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-04,Wed,Champions Lg,Group stage,Home,W 4–1,eng Newcastle Utd,fr Paris S-G,Y,"LB,CB",90,1,0,0,0,1,1,0,0,40.0,1.0,0,1.0,0.2,0.2,0.0,0.0,0.0,21.0,31.0,67.7,4.0,13.0,0.0,1.0,0.0,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,LB,90,0,0,0,0,3,1,0,0,77.0,0.0,1,2.0,0.2,0.2,0.4,2.0,0.0,51.0,61.0,83.6,5.0,30.0,0.0,0.0,0.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,1.0,0.717948717948718
