,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-11-29,Mon,PL2 — Div. 2,Matchweek 13,Away,W 5–0,Norwich City,Wolves,Y*,RB,70,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/ce54c39a/Wolverhampton-Wanderers-U23-Norwich-City-U23-November-29-2021-Premier-League-2----Division-2
1,2021-12-14,Tue,Premier League,Matchweek 17,Home,L 0–2,Norwich City,Aston Villa,N,CM,46,0,0,0,0,0,0,1,0,25,0,3,0,0.0,0.0,0.0,0,0,14,20,70.0,1,9,0,0,0,/en/matches/c78a1d7d/Norwich-City-Aston-Villa-December-14-2021-Premier-League
2,2021-12-28,Tue,Premier League,Matchweek 20,Away,L 0–3,Norwich City,Crystal Palace,Y,RB,90,0,0,0,0,1,0,1,0,63,1,0,3,0.2,0.2,0.0,3,0,30,43,69.8,3,28,0,1,0,/en/matches/59ef01ea/Crystal-Palace-Norwich-City-December-28-2021-Premier-League
3,2022-01-09,Sun,FA Cup,Third round proper,Away,W 1–0,Norwich City,Charlton Ath,Y,LB,70,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d1fe327a/Charlton-Athletic-Norwich-City-January-9-2022-FA-Cup
4,2022-01-15,Sat,Premier League,Matchweek 22,Home,W 2–1,Norwich City,Everton,N,"RB,LB",14,0,0,0,0,0,0,0,0,13,0,2,0,0.0,0.0,0.0,0,0,5,10,50.0,1,2,1,0,0,/en/matches/4574a1a6/Norwich-City-Everton-January-15-2022-Premier-League
5,2022-01-21,Fri,Premier League,Matchweek 23,Away,W 3–0,Norwich City,Watford,N,FW,4,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,2,3,0,3,1,/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
6,2022-02-05,Sat,FA Cup,Fourth round proper,Away,W 1–0,Norwich City,Wolves,Y,RB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/7b2400a8/Wolverhampton-Wanderers-Norwich-City-February-5-2022-FA-Cup
7,2022-02-12,Sat,Premier League,Matchweek 25,Home,L 0–4,Norwich City,Manchester City,N,RB,28,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,8,12,66.7,0,7,0,0,0,/en/matches/522300d0/Norwich-City-Manchester-City-February-12-2022-Premier-League
8,2022-03-02,Wed,FA Cup,Fifth round proper,Away,L 1–2,Norwich City,Liverpool,Y,RB,90,0,0,0,0,1,0,1,0,,,4,,,,,,,,,,,,,,,/en/matches/8edc7255/Liverpool-Norwich-City-March-2-2022-FA-Cup
9,2022-03-05,Sat,Premier League,Matchweek 28,Home,L 1–3,Norwich City,Brentford,Y,"RB,LB",90,0,0,0,0,2,1,0,0,85,4,1,2,0.1,0.1,0.1,2,0,53,69,76.8,2,41,0,0,0,/en/matches/fcb61cff/Norwich-City-Brentford-March-5-2022-Premier-League
10,2022-04-02,Sat,Premier League,Matchweek 31,Away,D 0–0,Norwich City,Brighton,Y,RB,90,0,0,0,0,0,0,0,0,50,4,2,3,0.0,0.0,0.0,1,0,20,31,64.5,1,15,1,0,0,/en/matches/df69a1b2/Brighton-and-Hove-Albion-Norwich-City-April-2-2022-Premier-League
11,2022-04-10,Sun,Premier League,Matchweek 32,Home,W 2–0,Norwich City,Burnley,Y,RB,90,0,0,0,0,1,0,0,0,40,2,0,2,0.1,0.1,0.0,2,2,13,25,52.0,1,10,3,1,0,/en/matches/8574aaf3/Norwich-City-Burnley-April-10-2022-Premier-League
12,2022-04-16,Sat,Premier League,Matchweek 33,Away,L 2–3,Norwich City,Manchester Utd,Y,RB,90,0,0,0,0,2,0,0,0,60,1,1,3,0.1,0.1,0.1,2,0,42,49,85.7,4,26,2,1,1,/en/matches/1c3ec7cf/Manchester-United-Norwich-City-April-16-2022-Premier-League
13,2022-04-23,Sat,Premier League,Matchweek 34,Home,L 0–3,Norwich City,Newcastle Utd,Y,"RB,CB",90,0,0,0,0,0,0,0,0,56,4,2,2,0.0,0.0,0.0,0,0,37,45,82.2,2,33,2,1,0,/en/matches/f6a877bb/Norwich-City-Newcastle-United-April-23-2022-Premier-League
14,2022-04-30,Sat,Premier League,Matchweek 35,Away,L 0–2,Norwich City,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,81,0,2,3,0.0,0.0,0.0,0,0,56,69,81.2,2,48,1,0,0,/en/matches/bf7873f2/Aston-Villa-Norwich-City-April-30-2022-Premier-League
