,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2020-02-19,Sat,Matchweek 28,Home,W 3–1,West Ham,Southampton,Y,"RM,RW",77,0,0,0,1,2,0,2,1,4,0,0,0,7,0,1,0.0,/en/matches/2cb790f2/West-Ham-United-Southampton-February-29-2020-Premier-League
1,2020-02-19,Sat,Matchweek 29,Away,L 0–1,West Ham,Arsenal,Y,RM,89,0,0,0,1,2,0,4,4,1,0,0,0,12,0,3,0.0,/en/matches/bf382825/Arsenal-West-Ham-United-March-7-2020-Premier-League
2,2020-02-19,Sat,Matchweek 30,Home,L 0–2,West Ham,Wolves,Y,RW,90,0,0,0,0,2,0,6,2,3,0,0,0,1,0,2,0.0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League
3,2020-02-19,Tue,Matchweek 31,Away,L 0–2,West Ham,Tottenham,Y,RW,90,0,0,0,1,3,1,3,1,3,0,0,0,4,0,4,0.0,/en/matches/8fc12d99/Tottenham-Hotspur-West-Ham-United-June-23-2020-Premier-League
4,2020-02-19,Wed,Matchweek 32,Home,W 3–2,West Ham,Chelsea,Y,RW,77,0,0,0,0,1,0,2,5,0,0,0,0,3,0,1,0.0,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League
5,2020-02-19,Sun,Matchweek 33,Away,D 2–2,West Ham,Newcastle Utd,Y,RW,90,0,0,0,0,0,0,7,2,2,0,0,0,2,2,2,50.0,/en/matches/3d549d43/Newcastle-United-West-Ham-United-July-5-2020-Premier-League
6,2020-02-19,Wed,Matchweek 34,Home,L 0–1,West Ham,Burnley,Y,"LW,RM",90,0,0,0,0,3,0,17,0,1,0,0,0,2,1,3,25.0,/en/matches/5c57bea6/West-Ham-United-Burnley-July-8-2020-Premier-League
7,2020-02-19,Sat,Matchweek 35,Away,W 4–0,West Ham,Norwich City,Y,RW,82,0,0,0,1,1,0,7,0,1,0,0,0,8,0,0,,/en/matches/1f633005/Norwich-City-West-Ham-United-July-11-2020-Premier-League
8,2020-02-19,Fri,Matchweek 36,Home,W 3–1,West Ham,Watford,Y,RW,80,0,0,0,0,4,0,6,0,0,0,0,0,5,0,1,0.0,/en/matches/249bbdaa/West-Ham-United-Watford-July-17-2020-Premier-League
9,2020-02-19,Wed,Matchweek 37,Away,D 1–1,West Ham,Manchester Utd,Y,RW,89,0,0,0,0,2,0,5,0,0,0,0,0,6,1,1,50.0,/en/matches/bf25e016/Manchester-United-West-Ham-United-July-22-2020-Premier-League
10,2020-02-19,Sun,Matchweek 38,Home,D 1–1,West Ham,Aston Villa,Y,RW,45,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,50.0,/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League
