,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,CM,12,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,9,0,0,0,/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League
1,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,N,RM,7,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,18,19,94.7,7,12,2,0,0,/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League
2,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,RM,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League
3,2023-09-20,Wed,Champions Lg,Group stage,Home,W 4–0,eng Arsenal,nl PSV Eindhoven,N,CM,15,0,0,0,0,0,0,0,0,19,1,1,0,0.0,0.0,0.0,0,0,16,17,94.1,0,11,0,0,0,/en/matches/9928de4e/Arsenal-PSV-Eindhoven-September-20-2023-Champions-League
4,2023-09-24,Sun,Premier League,Matchweek 6,Home,D 2–2,Arsenal,Tottenham,N,CM,45,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,0,0,28,31,90.3,5,26,0,0,0,/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League
5,2023-09-27,Wed,EFL Cup,Third round,Away,W 1–0,Arsenal,Brentford,Y*,CM,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup
6,2023-09-30,Sat,Premier League,Matchweek 7,Away,W 4–0,Arsenal,Bournemouth,N,CM,10,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,15,15,100.0,1,13,0,0,0,/en/matches/8de4aca0/Bournemouth-Arsenal-September-30-2023-Premier-League
7,2023-10-08,Sun,Premier League,Matchweek 8,Home,W 1–0,Arsenal,Manchester City,Y,CM,74,0,0,0,0,0,0,1,0,75,1,0,2,0.0,0.0,0.0,0,0,63,70,90.0,2,47,0,1,1,/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League
8,2023-10-21,Sat,Premier League,Matchweek 9,Away,D 2–2,Arsenal,Chelsea,Y,CM,67,0,0,0,0,1,0,0,0,75,3,0,2,0.0,0.0,0.0,2,0,59,66,89.4,10,50,1,0,0,/en/matches/a1c336e2/North-West-London-Derby-Chelsea-Arsenal-October-21-2023-Premier-League
9,2023-10-24,Tue,Champions Lg,Group stage,Away,W 2–1,eng Arsenal,es Sevilla,Y,CM,90,0,0,0,0,0,0,1,0,63,1,1,0,0.0,0.0,0.0,0,0,52,55,94.5,4,46,0,0,0,/en/matches/0c4b8772/Sevilla-Arsenal-October-24-2023-Champions-League
10,2023-11-01,Wed,EFL Cup,Fourth round,Away,L 1–3,Arsenal,West Ham,Y*,CM,56,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7fbf0cfb/West-Ham-United-Arsenal-November-1-2023-EFL-Cup
11,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 0–1,Arsenal,Newcastle Utd,Y*,CM,78,0,0,0,0,2,0,0,0,62,2,0,3,0.1,0.1,0.0,3,0,52,55,94.5,6,34,0,0,0,/en/matches/6096abaa/Newcastle-United-Arsenal-November-4-2023-Premier-League
12,2023-11-08,Wed,Champions Lg,Group stage,Home,W 2–0,eng Arsenal,es Sevilla,Y*,CM,89,0,0,0,0,1,0,0,0,69,1,1,2,0.0,0.0,0.1,3,1,54,63,85.7,5,37,0,0,0,/en/matches/2e9fad19/Arsenal-Sevilla-November-8-2023-Champions-League
13,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 3–1,Arsenal,Burnley,Y*,CM,90,0,0,0,0,0,0,0,0,56,2,1,0,0.0,0.0,0.0,2,0,46,53,86.8,5,32,0,0,0,/en/matches/2cb4e4dc/Arsenal-Burnley-November-11-2023-Premier-League
