,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2023-02-11,Fri,Matchweek 25,Away,D 1–1,Wolves,Fulham,N,"On matchday squad, but did not play",/en/matches/b452508e/Fulham-Wolverhampton-Wanderers-February-24-2023-Premier-League,,,,,,,,,,,,,,,,,
1,2023-02-11,Wed,Matchweek 7,Away,L 0–2,Wolves,Liverpool,N,LW,27,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,/en/matches/5e05f5f4/Liverpool-Wolverhampton-Wanderers-March-1-2023-Premier-League
2,2023-02-11,Sat,Matchweek 26,Home,W 1–0,Wolves,Tottenham,N,"On matchday squad, but did not play",/en/matches/bf4ac62d/Wolverhampton-Wanderers-Tottenham-Hotspur-March-4-2023-Premier-League,,,,,,,,,,,,,,,,,
3,2023-02-11,Sun,Matchweek 27,Away,L 1–2,Wolves,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/c416a3de/Newcastle-United-Wolverhampton-Wanderers-March-12-2023-Premier-League,,,,,,,,,,,,,,,,,
4,2023-02-11,Sat,Matchweek 28,Home,L 2–4,Wolves,Leeds United,Y,"LM,CM",90,5,2,1,3,1,2,3,66.7,1,1,1,0,0,5,0,0,/en/matches/3cb714a4/Wolverhampton-Wanderers-Leeds-United-March-18-2023-Premier-League
5,2023-02-11,Sat,Matchweek 29,Away,D 1–1,Wolves,Nott'ham Forest,N,"On matchday squad, but did not play",/en/matches/c14b278c/Nottingham-Forest-Wolverhampton-Wanderers-April-1-2023-Premier-League,,,,,,,,,,,,,,,,,
6,2023-02-11,Sat,Matchweek 30,Home,W 1–0,Wolves,Chelsea,Y,CM,90,5,3,4,1,0,2,2,100.0,0,4,1,3,2,7,4,0,/en/matches/aa1fa8dc/Wolverhampton-Wanderers-Chelsea-April-8-2023-Premier-League
7,2023-02-11,Sat,Matchweek 31,Home,W 2–0,Wolves,Brentford,Y,CM,72,4,2,1,3,0,3,3,100.0,0,2,0,2,0,4,4,0,/en/matches/b2402736/Wolverhampton-Wanderers-Brentford-April-15-2023-Premier-League
8,2023-02-11,Sat,Matchweek 32,Away,L 1–2,Wolves,Leicester City,Y,"CM,DM",90,3,2,1,2,0,1,2,50.0,1,2,0,2,0,3,0,0,/en/matches/b87e66b4/Leicester-City-Wolverhampton-Wanderers-April-22-2023-Premier-League
9,2023-02-11,Tue,Matchweek 33,Home,W 2–0,Wolves,Crystal Palace,N,"FW,CM",23,2,1,2,0,0,1,2,50.0,1,2,1,1,1,3,0,0,/en/matches/825c78f1/Wolverhampton-Wanderers-Crystal-Palace-April-25-2023-Premier-League
10,2023-02-11,Sat,Matchweek 34,Away,L 0–6,Wolves,Brighton,Y,"CM,RM",45,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,/en/matches/21f920e0/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-April-29-2023-Premier-League
11,2023-02-11,Sat,Matchweek 35,Home,W 1–0,Wolves,Aston Villa,N,"On matchday squad, but did not play",/en/matches/217a7faf/Wolverhampton-Wanderers-Aston-Villa-May-6-2023-Premier-League,,,,,,,,,,,,,,,,,
12,2023-02-11,Sat,Matchweek 36,Away,L 0–2,Wolves,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League,,,,,,,,,,,,,,,,,
13,2023-02-11,Sat,Matchweek 37,Home,D 1–1,Wolves,Everton,Y,CM,90,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0,/en/matches/ff2b58c3/Wolverhampton-Wanderers-Everton-May-20-2023-Premier-League
14,2023-02-11,Sun,Matchweek 38,Away,L 0–5,Wolves,Arsenal,Y,LM,84,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,1,0,/en/matches/71d5bd41/Arsenal-Wolverhampton-Wanderers-May-28-2023-Premier-League
