,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-08-11,Sat,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,"FW,LW",90,25,23,1,0,1,0,2,0,0,0,0,0,17,1,0,/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League
1,2019-08-11,Sun,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y,"LW,FW",90,30,30,0,0,0,0,5,0,0,0,0,0,23,0,2,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League
2,2019-08-11,Sun,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,FW,90,25,22,3,0,0,0,0,0,0,0,0,0,22,0,0,/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League
3,2019-08-11,Sun,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,FW,90,23,20,3,0,0,0,3,0,0,0,0,0,10,0,1,/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League
4,2019-08-11,Mon,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y,FW,90,25,23,2,0,0,1,3,0,0,0,0,0,13,0,0,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League
5,2019-08-11,Sun,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y,FW,90,19,18,1,0,0,0,2,0,0,0,0,0,14,0,3,/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League
6,2019-08-11,Mon,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd,Y,"FW,RW,LW",90,29,27,2,0,0,0,2,0,0,0,0,0,22,0,2,/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League
7,2019-08-11,Sun,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,Y,FW,90,15,14,1,0,0,0,0,1,0,0,0,0,12,0,0,/en/matches/077b30ff/Arsenal-Crystal-Palace-October-27-2019-Premier-League
8,2019-08-11,Sat,Matchweek 11,Home,D 1–1,Arsenal,Wolves,Y*,FW,90,25,24,1,0,0,0,7,0,0,0,0,0,16,0,1,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League
9,2019-08-11,Sat,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y*,"FW,LW",90,30,30,0,0,0,0,4,0,0,0,0,0,18,0,2,/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League
10,2019-08-11,Sat,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y*,"FW,LW,RW",90,24,24,0,0,1,0,2,0,0,0,0,0,17,0,0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League
11,2019-08-11,Sun,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,Y*,RW,90,44,44,0,0,0,0,6,0,0,0,0,0,26,0,3,/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League
12,2019-08-11,Thu,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y*,"RW,LW,FW",90,28,27,1,0,0,0,4,0,0,0,0,0,21,0,1,/en/matches/372828cb/Arsenal-Brighton-and-Hove-Albion-December-5-2019-Premier-League
13,2019-08-11,Mon,Matchweek 16,Away,W 3–1,Arsenal,West Ham,Y*,FW,90,19,17,2,0,0,0,2,0,0,0,0,0,13,0,0,/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League
14,2019-08-11,Sun,Matchweek 17,Home,L 0–3,Arsenal,Manchester City,Y*,FW,90,13,8,5,0,0,0,0,1,0,0,0,0,9,0,0,/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League
15,2019-08-11,Sat,Matchweek 18,Away,D 0–0,Arsenal,Everton,Y*,FW,77,16,15,1,0,1,0,0,0,0,0,0,0,6,0,0,/en/matches/b9d1d1a7/Everton-Arsenal-December-21-2019-Premier-League
16,2019-08-11,Thu,Matchweek 19,Away,D 1–1,Arsenal,Bournemouth,Y*,LW,90,31,30,1,0,1,0,4,0,0,0,0,0,21,0,0,/en/matches/5b1ecf02/Bournemouth-Arsenal-December-26-2019-Premier-League
17,2019-08-11,Sun,Matchweek 20,Home,L 1–2,Arsenal,Chelsea,Y*,LW,90,22,21,1,0,0,0,1,0,0,0,0,0,17,0,2,/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League
18,2019-08-11,Wed,Matchweek 21,Home,W 2–0,Arsenal,Manchester Utd,Y*,LW,90,35,35,0,0,0,0,3,0,0,0,0,0,25,0,0,/en/matches/f6b7d570/Arsenal-Manchester-United-January-1-2020-Premier-League
19,2019-08-11,Sat,Matchweek 22,Away,D 1–1,Arsenal,Crystal Palace,Y*,LW,66,20,20,0,0,0,0,3,0,0,0,0,0,12,0,3,/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League
20,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
21,2019-08-11,Sun,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y*,LW,90,27,27,0,0,0,0,3,0,0,0,0,0,20,0,1,/en/matches/a6b40849/Burnley-Arsenal-February-2-2020-Premier-League
22,2019-08-11,Sun,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y*,LW,90,34,34,0,0,1,0,4,0,0,0,0,0,27,0,1,/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League
23,2019-08-11,Sun,Matchweek 27,Home,W 3–2,Arsenal,Everton,Y*,LW,90,30,30,0,0,0,0,2,0,0,0,0,0,21,0,1,/en/matches/485003ed/Arsenal-Everton-February-23-2020-Premier-League
