,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2022-08-07,Mon,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,RB,85,40,7,20,14,6,1,40,0,0,,0,,14,78,30,1,0,0,0,0,15,1,/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League
1,2022-08-07,Sat,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,RB,90,64,8,19,29,16,1,64,2,2,100.0,0,0.0,30,151,65,2,0,0,2,0,31,5,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League
2,2022-08-07,Thu,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,RB,90,76,4,37,27,13,2,76,0,0,,0,,25,117,87,2,1,1,2,0,36,1,/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League
3,2022-08-07,Sun,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,RB,90,55,8,30,18,7,1,55,1,1,100.0,0,0.0,24,152,74,2,0,1,0,1,22,0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League
4,2022-08-07,Sun,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,RB,90,62,6,24,28,10,0,62,0,0,,0,,33,170,79,0,0,0,0,0,40,2,/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League
5,2022-08-07,Sun,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,RB,90,66,4,24,28,14,1,66,2,1,50.0,0,0.0,39,214,93,2,1,1,2,0,43,4,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League
6,2022-08-07,Sun,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,RB,90,73,4,29,24,20,1,73,0,0,,0,,44,220,77,2,2,1,0,0,49,1,/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League
7,2022-08-07,Wed,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,RB,90,78,4,13,38,27,4,78,5,2,40.0,1,20.0,40,208,115,5,1,3,1,0,51,4,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League
8,2022-08-07,Sat,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,RB,90,68,5,20,30,18,2,68,3,1,33.3,2,66.7,38,222,102,3,3,1,2,0,35,3,/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League
9,2022-08-07,Sun,Matchweek 14,Home,W 1–0,Manchester Utd,West Ham,Y,RB,90,56,9,23,22,11,1,56,1,1,100.0,0,0.0,18,97,47,1,0,0,0,1,23,1,/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League
10,2022-08-07,Sun,Matchweek 15,Away,L 1–3,Manchester Utd,Aston Villa,Y,RB,90,75,1,17,40,20,2,75,4,3,75.0,1,25.0,43,244,126,2,1,0,1,1,47,7,/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League
11,2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-07,Tue,Matchweek 19,Home,W 3–0,Manchester Utd,Bournemouth,N,RB,22,14,1,7,4,4,2,14,0,0,,0,,7,63,55,1,1,1,0,0,6,0,/en/matches/63fc7f12/Manchester-United-Bournemouth-January-3-2023-Premier-League
13,2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2022-08-07,Sat,Matchweek 22,Home,W 2–1,Manchester Utd,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/dca5ea6c/Manchester-United-Crystal-Palace-February-4-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
15,2022-08-07,Wed,Matchweek 8,Home,D 2–2,Manchester Utd,Leeds United,Y,RB,81,87,4,31,39,18,1,87,3,3,100.0,0,0.0,41,150,76,1,2,0,2,0,59,7,/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League
16,2022-08-07,Sun,Matchweek 23,Away,W 2–0,Manchester Utd,Leeds United,Y,RB,72,71,2,23,43,6,0,71,0,0,,0,,46,180,68,0,1,0,0,0,56,0,/en/matches/3386146f/Leeds-United-Manchester-United-February-12-2023-Premier-League
17,2022-08-07,Sun,Matchweek 24,Home,W 3–0,Manchester Utd,Leicester City,Y,"RB,LB",90,69,3,22,33,14,1,69,2,1,50.0,1,50.0,38,199,80,1,2,0,0,1,38,3,/en/matches/d6e88163/Manchester-United-Leicester-City-February-19-2023-Premier-League
18,2022-08-07,Sun,Matchweek 26,Away,L 0–7,Manchester Utd,Liverpool,Y,RB,90,68,10,30,25,13,1,68,2,2,100.0,0,0.0,26,80,44,1,2,0,0,0,25,0,/en/matches/756e8036/North-West-Derby-Liverpool-Manchester-United-March-5-2023-Premier-League
19,2022-08-07,Sun,Matchweek 27,Home,D 0–0,Manchester Utd,Southampton,N,"On matchday squad, but did not play",/en/matches/9cd3ca2c/Manchester-United-Southampton-March-12-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
20,2022-08-07,Sun,Matchweek 29,Away,L 0–2,Manchester Utd,Newcastle Utd,Y,"RB,CB",90,69,12,35,25,9,2,69,1,0,0.0,0,0.0,43,259,128,3,1,0,0,0,44,1,/en/matches/1ed948f6/Newcastle-United-Manchester-United-April-2-2023-Premier-League
21,2022-08-07,Wed,Matchweek 25,Home,W 1–0,Manchester Utd,Brentford,Y,RB,90,81,3,21,37,23,0,81,0,0,,0,,50,178,90,1,0,0,0,0,60,3,/en/matches/f3e6e475/Manchester-United-Brentford-April-5-2023-Premier-League
22,2022-08-07,Sat,Matchweek 30,Home,W 2–0,Manchester Utd,Everton,N,"On matchday squad, but did not play",/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
23,2022-08-07,Sun,Matchweek 31,Away,W 2–0,Manchester Utd,Nott'ham Forest,Y,LB,90,73,3,19,29,25,5,73,2,0,0.0,0,0.0,45,139,93,2,3,0,1,0,42,12,/en/matches/4ca8f9f6/Nottingham-Forest-Manchester-United-April-16-2023-Premier-League
24,2022-08-07,Thu,Matchweek 33,Away,D 2–2,Manchester Utd,Tottenham,Y,"LB,RB",90,76,4,21,40,16,0,76,0,0,,0,,53,266,137,1,3,0,0,0,53,3,/en/matches/8c9a5c5c/Tottenham-Hotspur-Manchester-United-April-27-2023-Premier-League
25,2022-08-07,Sun,Matchweek 34,Home,W 1–0,Manchester Utd,Aston Villa,Y,RB,90,79,7,31,36,14,0,79,2,2,100.0,0,0.0,40,172,106,1,2,0,1,0,51,0,/en/matches/08607696/Manchester-United-Aston-Villa-April-30-2023-Premier-League
26,2022-08-07,Thu,Matchweek 28,Away,L 0–1,Manchester Utd,Brighton,Y,LB,90,49,5,23,21,6,0,49,1,1,100.0,0,0.0,27,86,45,1,1,0,1,0,26,3,/en/matches/16209587/Brighton-and-Hove-Albion-Manchester-United-May-4-2023-Premier-League
27,2022-08-07,Sun,Matchweek 35,Away,L 0–1,Manchester Utd,West Ham,N,RB,4,10,1,5,3,2,0,10,0,0,,0,,5,12,2,0,0,0,0,0,7,0,/en/matches/98f0c145/West-Ham-United-Manchester-United-May-7-2023-Premier-League
28,2022-08-07,Sat,Matchweek 36,Home,W 2–0,Manchester Utd,Wolves,N,"On matchday squad, but did not play",/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
29,2022-08-07,Sat,Matchweek 37,Away,W 1–0,Manchester Utd,Bournemouth,N,"On matchday squad, but did not play",/en/matches/ec496eca/Bournemouth-Manchester-United-May-20-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
30,2022-08-07,Thu,Matchweek 32,Home,W 4–1,Manchester Utd,Chelsea,N,"On matchday squad, but did not play",/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
31,2022-08-07,Sun,Matchweek 38,Home,W 2–1,Manchester Utd,Fulham,Y,RB,90,52,4,13,24,15,2,52,0,0,,0,,25,74,24,1,1,0,1,0,33,6,/en/matches/64823dc9/Manchester-United-Fulham-May-28-2023-Premier-League
