,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-05,Sat,Premier League,Matchweek 8,Home,D 0–0,Watford,Sheffield Utd,N,FW,14,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League,0.5,0.3333333333333333,0.3333333333333333
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-10,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,FW,89,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/92bc5fb4/Brazil-Senegal-October-10-2019-Friendlies-M,0.5,0.5,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-11-13,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,FW,55,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/43f70841/Senegal-Congo-November-13-2019-Africa-Cup-of-Nations-qualification,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–3,Watford,Burnley,N,RW,24,0,0,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,5.0,7.0,71.4,0.0,10.0,2.0,1.0,1.0,/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League,0.0,0.6666666666666666,0.4166666666666667
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Watford,Southampton,Y,FW,90,1,0,0,0,4.0,3.0,0,0,28.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,9.0,12.0,75.0,0.0,19.0,2.0,6.0,3.0,/en/matches/3f1fdbad/Southampton-Watford-November-30-2019-Premier-League,0.0,0.5,0.3214285714285713
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 0–2,Watford,Leicester City,Y,RM,90,0,0,0,0,0.0,0.0,0,0,42.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,29.0,62.1,2.0,38.0,5.0,5.0,2.0,/en/matches/8b04b0d5/Leicester-City-Watford-December-4-2019-Premier-League,0.0,0.3333333333333333,0.9047619047619048
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-12-07,Sat,Premier League,Matchweek 16,Home,D 0–0,Watford,Crystal Palace,Y,RW,90,0,0,0,0,4.0,0.0,0,0,48.0,1.0,0.0,0.0,0.6,0.6,0.4,4.0,0.0,25.0,36.0,69.4,5.0,36.0,8.0,9.0,7.0,/en/matches/90976b40/Watford-Crystal-Palace-December-7-2019-Premier-League,0.5,0.0,0.5833333333333334
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–2,Watford,Liverpool,Y,RW,90,0,0,0,0,3.0,1.0,0,0,27.0,1.0,1.0,0.0,0.5,0.5,0.1,5.0,0.0,13.0,15.0,86.7,1.0,22.0,4.0,4.0,3.0,/en/matches/f33bb4b3/Liverpool-Watford-December-14-2019-Premier-League,0.0,0.1666666666666666,0.9642857142857143
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-22,Sun,Premier League,Matchweek 18,Home,W 2–0,Watford,Manchester Utd,Y,RW,86,1,0,0,0,2.0,1.0,0,0,31.0,0.0,0.0,1.0,0.2,0.2,0.0,1.0,1.0,10.0,19.0,52.6,0.0,25.0,5.0,7.0,2.0,/en/matches/a58df282/Watford-Manchester-United-December-22-2019-Premier-League,1.0,0.1666666666666666,0.8095238095238095
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-12-26,Thu,Premier League,Matchweek 19,Away,D 1–1,Watford,Sheffield Utd,Y,RW,45,0,0,0,0,0.0,0.0,0,0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,73.3,0.0,13.0,3.0,0.0,0.0,/en/matches/960ce979/Sheffield-United-Watford-December-26-2019-Premier-League,0.5,0.5,0.9722222222222224
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-12-28,Sat,Premier League,Matchweek 20,Home,W 3–0,Watford,Aston Villa,Y,RW,90,1,0,0,0,5.0,1.0,1,0,53.0,2.0,3.0,0.0,0.7,0.7,0.0,8.0,1.0,25.0,37.0,67.6,2.0,40.0,7.0,2.0,1.0,/en/matches/36dc1eb8/Watford-Aston-Villa-December-28-2019-Premier-League,1.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 2–1,Watford,Wolves,Y,"RW,RM",89,0,1,0,0,2.0,1.0,0,0,32.0,0.0,1.0,0.0,0.5,0.5,0.3,5.0,1.0,17.0,20.0,85.0,1.0,24.0,5.0,9.0,3.0,/en/matches/dc2a86e8/Watford-Wolverhampton-Wanderers-January-1-2020-Premier-League,1.0,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-01-12,Sun,Premier League,Matchweek 22,Away,W 3–0,Watford,Bournemouth,Y,RW,81,0,1,0,0,2.0,0.0,0,0,45.0,2.0,0.0,1.0,0.1,0.1,0.4,7.0,1.0,24.0,30.0,80.0,3.0,33.0,9.0,5.0,3.0,/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 0–0,Watford,Tottenham,Y,RW,88,0,0,0,0,3.0,0.0,0,0,50.0,1.0,2.0,0.0,0.4,0.4,0.8,7.0,0.0,26.0,36.0,72.2,2.0,31.0,8.0,6.0,1.0,/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League,0.5,1.0,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-02-23,Sun,Premier League,Matchweek 27,Away,L 0–3,Watford,Manchester Utd,N,RW,22,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,9.0,1.0,3.0,1.0,/en/matches/835d0c36/Manchester-United-Watford-February-23-2020-Premier-League,0.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-02-29,Sat,Premier League,Matchweek 28,Home,W 3–0,Watford,Liverpool,Y,RW,81,2,1,0,0,6.0,3.0,0,0,41.0,0.0,1.0,0.0,1.4,1.4,0.2,2.0,1.0,20.0,29.0,69.0,0.0,29.0,5.0,3.0,2.0,/en/matches/4df69c15/Watford-Liverpool-February-29-2020-Premier-League,1.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-03-07,Sat,Premier League,Matchweek 29,Away,L 0–1,Watford,Crystal Palace,Y,"RW,RM",90,0,0,0,0,1.0,0.0,0,0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,19.0,31.0,61.3,2.0,35.0,4.0,6.0,1.0,/en/matches/7535d777/Crystal-Palace-Watford-March-7-2020-Premier-League,0.0,0.5,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-06-20,Sat,Premier League,Matchweek 30,Home,D 1–1,Watford,Leicester City,Y,RW,90,0,0,0,0,1.0,1.0,0,0,34.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,14.0,24.0,58.3,4.0,29.0,5.0,3.0,1.0,/en/matches/e5f403c2/Watford-Leicester-City-June-20-2020-Premier-League,0.5,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-06-25,Thu,Premier League,Matchweek 31,Away,L 0–1,Watford,Burnley,Y,RM,90,0,0,0,0,0.0,0.0,0,0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,18.0,61.1,2.0,17.0,2.0,2.0,1.0,/en/matches/965fbb94/Burnley-Watford-June-25-2020-Premier-League,0.0,0.5,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-06-28,Sun,Premier League,Matchweek 32,Home,L 1–3,Watford,Southampton,Y,RW,90,0,0,0,0,1.0,0.0,0,0,34.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,17.0,26.0,65.4,1.0,28.0,2.0,3.0,3.0,/en/matches/37720dc3/Watford-Southampton-June-28-2020-Premier-League,0.0,0.1666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-07-04,Sat,Premier League,Matchweek 33,Away,L 0–3,Watford,Chelsea,Y,RW,82,0,0,0,0,0.0,0.0,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,44.4,0.0,10.0,1.0,2.0,2.0,/en/matches/ee7944f1/Chelsea-Watford-July-4-2020-Premier-League,0.0,0.1666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-07-07,Tue,Premier League,Matchweek 34,Home,W 2–1,Watford,Norwich City,Y,RW,90,0,0,0,0,0.0,0.0,0,0,39.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,1.0,20.0,26.0,76.9,2.0,33.0,4.0,2.0,0.0,/en/matches/7e51a0cb/Watford-Norwich-City-July-7-2020-Premier-League,1.0,0.0,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-07-11,Sat,Premier League,Matchweek 35,Home,W 2–1,Watford,Newcastle Utd,Y,RW,90,0,0,0,0,0.0,0.0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,7.0,1.0,15.0,25.0,60.0,5.0,31.0,3.0,6.0,4.0,/en/matches/ae59ff28/Watford-Newcastle-United-July-11-2020-Premier-League,1.0,0.3333333333333333,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2020-07-17,Fri,Premier League,Matchweek 36,Away,L 1–3,Watford,West Ham,Y,RW,90,0,0,0,0,2.0,1.0,0,0,53.0,0.0,0.0,0.0,0.1,0.1,0.4,4.0,0.0,26.0,37.0,70.3,3.0,45.0,6.0,3.0,1.0,/en/matches/249bbdaa/West-Ham-United-Watford-July-17-2020-Premier-League,0.0,0.6666666666666666,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-07-21,Tue,Premier League,Matchweek 37,Home,L 0–4,Watford,Manchester City,Y,"RW,FW,RM",90,0,0,0,0,1.0,0.0,0,0,22.0,0.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,9.0,11.0,81.8,1.0,14.0,1.0,3.0,2.0,/en/matches/9979847f/Watford-Manchester-City-July-21-2020-Premier-League,0.0,0.6666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2020-07-26,Sun,Premier League,Matchweek 38,Away,L 2–3,Watford,Arsenal,Y,AM,90,0,1,0,0,2.0,1.0,0,0,55.0,1.0,1.0,0.0,0.1,0.1,1.2,6.0,1.0,34.0,41.0,82.9,2.0,41.0,9.0,2.0,0.0,/en/matches/5ecaeb4b/Arsenal-Watford-July-26-2020-Premier-League,0.0,0.3333333333333333,0.5
