,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–0,Chelsea,Crystal Palace,N,WB,24,0,0,0,0,0,0,0,0,14,1,1,0,0.0,0.0,0.0,1,0,11,12,91.7,1,8,0,0,0,/en/matches/6f454493/Chelsea-Crystal-Palace-August-14-2021-Premier-League
1,2021-08-22,Sun,Premier League,Matchweek 2,Away,W 2–0,Chelsea,Arsenal,Y,WB,90,1,1,0,0,4,1,0,0,89,3,1,0,0.6,0.6,1.1,9,1,66,77,85.7,5,47,5,0,0,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League
2,2021-08-28,Sat,Premier League,Matchweek 3,Away,D 1–1,Chelsea,Liverpool,Y,WB,44,0,1,0,0,0,0,0,1,35,0,0,0,0.0,0.0,0.0,1,1,22,32,68.8,0,13,0,0,0,/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League
3,2021-09-05,Sun,WCQ,First round,Home,W 4–0,eng England,ad Andorra,Y,RB,61,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cebf498c/England-Andorra-September-5-2021-WCQ----UEFA-M
4,2021-09-14,Tue,Champions Lg,Group stage,Home,W 1–0,eng Chelsea,ru Zenit,Y,WB,90,0,0,0,0,1,0,0,0,80,1,2,0,0.1,0.1,0.2,3,0,62,71,87.3,4,55,1,2,1,/en/matches/97ff5d03/Chelsea-Zenit-September-14-2021-Champions-League
5,2021-09-22,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (3),Chelsea,Aston Villa,Y,RB,90,0,1,0,0,0,0,1,0,,,5,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup
6,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,Y,WB,28,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,9,11,81.8,0,6,0,0,0,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League
7,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 1–0,Chelsea,Brentford,N,WB,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,2,0,0,0,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League
8,2021-10-20,Wed,Champions Lg,Group stage,Home,W 4–0,eng Chelsea,se Malmö,N,WB,26,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,2,0,32,33,97.0,6,22,3,1,0,/en/matches/615bb75f/Chelsea-Malmo-October-20-2021-Champions-League
9,2021-10-23,Sat,Premier League,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,Y,WB,90,1,0,0,0,1,1,0,0,75,2,0,2,0.4,0.4,0.1,4,0,59,65,90.8,5,51,2,2,1,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League
10,2021-10-26,Tue,EFL Cup,Fourth round,Home,D 1 (4)–1 (3),Chelsea,Southampton,Y,CB,90,0,0,0,0,2,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/026f8b03/Chelsea-Southampton-October-26-2021-EFL-Cup
11,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y,WB,90,2,0,0,0,4,3,0,0,82,1,0,0,0.2,0.2,0.3,3,0,65,75,86.7,5,54,0,2,2,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League
12,2021-11-06,Sat,Premier League,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,WB,90,0,1,0,0,2,0,1,0,100,1,0,0,0.2,0.2,0.4,8,1,74,91,81.3,5,46,4,3,2,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League
13,2021-11-12,Fri,WCQ,First round,Home,W 5–0,eng England,al Albania,Y,RM,76,0,1,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a7100028/England-Albania-November-12-2021-WCQ----UEFA-M
14,2021-11-15,Mon,WCQ,First round,Away,W 10–0,eng England,sm San Marino,N,,29,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4a3eae2f/San-Marino-England-November-15-2021-WCQ----UEFA-M
