,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-07-30,Sat,Community Shield,FA Community Shield,Neutral,W 3–1,Liverpool,Manchester City,N,,32,1,0,0,0,4,2,1,0,,,0,,,,,,,,,,,,,,,/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield
1,2022-08-06,Sat,Premier League,Matchweek 1,Away,D 2–2,Liverpool,Fulham,N,FW,40,1,1,0,0,4,2,0,0,13,0,0,0,0.6,0.6,0.5,1,0,5,6,83.3,1,6,0,1,0,/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League
2,2022-08-15,Mon,Premier League,Matchweek 2,Home,D 1–1,Liverpool,Crystal Palace,Y,FW,56,0,0,0,0,5,0,0,1,18,0,0,0,0.7,0.7,0.0,1,0,6,11,54.5,1,10,0,1,1,/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League
3,2022-09-03,Sat,Premier League,Matchweek 6,Away,D 0–0,Liverpool,Everton,Y,FW,79,0,0,0,0,6,2,0,0,23,1,0,0,0.5,0.5,0.1,4,0,6,12,50.0,0,13,2,0,0,/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League
4,2022-09-07,Wed,Champions Lg,Group stage,Away,L 1–4,eng Liverpool,it Napoli,N,FW,29,0,0,0,0,1,0,0,0,13,0,0,0,0.2,0.2,0.0,0,0,4,7,57.1,0,8,0,2,0,/en/matches/186769e2/Napoli-Liverpool-September-7-2022-Champions-League
5,2022-09-13,Tue,Champions Lg,Group stage,Home,W 2–1,eng Liverpool,nl Ajax,N,FW,25,0,0,0,0,2,1,0,0,14,0,0,0,0.2,0.2,0.0,0,0,7,12,58.3,1,7,2,0,0,/en/matches/03c10fd7/Liverpool-Ajax-September-13-2022-Champions-League
6,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,L 0–1,uy Uruguay,ir IR Iran,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0542214a/IR-Iran-Uruguay-September-23-2022-Friendlies-M
7,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,W 2–0,uy Uruguay,ca Canada,Y,FW,60,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b90aca49/Canada-Uruguay-September-27-2022-Friendlies-M
8,2022-10-01,Sat,Premier League,Matchweek 9,Home,D 3–3,Liverpool,Brighton,N,FW,2,0,0,0,0,1,0,0,0,3,0,0,0,0.1,0.1,0.0,0,0,0,2,0.0,0,1,0,0,0,/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League
9,2022-10-04,Tue,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,sct Rangers,Y,FW,79,0,0,0,0,6,4,0,0,40,1,0,2,1.0,1.0,0.1,3,1,16,26,61.5,2,24,3,1,1,/en/matches/707b3173/Liverpool-Rangers-October-4-2022-Champions-League
