,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-12,Sat,Premier League,Matchweek 1,Home,L 0–2,West Ham,Newcastle Utd,Y,DM,90,0,0,0,0,3.0,0.0,0,0,41.0,3.0,0.0,1.0,0.4,0.4,0.1,5.0,0.0,26.0,30.0,86.7,6.0,23.0,0.0,0.0,0.0,/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 1–2,West Ham,Arsenal,Y,CM,90,0,0,0,0,2.0,0.0,0,0,36.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,1.0,21.0,32.0,65.6,6.0,17.0,0.0,0.0,0.0,/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Home,W 4–0,West Ham,Wolves,Y,CM,90,0,0,0,0,5.0,2.0,0,0,47.0,1.0,3.0,3.0,0.3,0.3,0.0,0.0,0.0,27.0,33.0,81.8,1.0,26.0,0.0,0.0,0.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,1.0,0.5,0.4285714285714285
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,W 3–0,West Ham,Leicester City,Y,CM,90,0,0,0,0,2.0,0.0,0,0,48.0,4.0,4.0,1.0,0.4,0.4,0.0,1.0,0.0,21.0,28.0,75.0,1.0,17.0,1.0,1.0,0.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,1.0,0.3333333333333333,0.7976190476190476
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-11,Sun,UEFA Nations League,League B,Away,W 2–1,cz Czech Republic,il Israel,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/b5de5338/Israel-Czech-Republic-October-11-2020-UEFA-Nations-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-14,Wed,UEFA Nations League,League B,Away,L 0–1,cz Czech Republic,sct Scotland,Y,DM,90,0,0,0,0,3.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/50b21b8e/Scotland-Czech-Republic-October-14-2020-UEFA-Nations-League,0.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 3–3,West Ham,Tottenham,Y,CM,90,0,0,0,0,2.0,1.0,1,0,50.0,1.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,30.0,40.0,75.0,6.0,20.0,1.0,0.0,0.0,/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,0.5,0.6666666666666666,0.726190476190476
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 1–1,West Ham,Manchester City,Y,CM,90,0,0,0,0,1.0,0.0,0,0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,43.0,53.5,4.0,9.0,0.0,0.0,0.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,0.5,0.75
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-31,Sat,Premier League,Matchweek 7,Away,L 1–2,West Ham,Liverpool,Y,"CM,DM",90,0,0,0,0,1.0,1.0,0,0,39.0,4.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,17.0,27.0,63.0,4.0,9.0,0.0,0.0,0.0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,0.0,0.3333333333333333,0.9166666666666669
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-07,Sat,Premier League,Matchweek 8,Home,W 1–0,West Ham,Fulham,Y,CM,90,1,0,0,0,2.0,1.0,0,0,43.0,1.0,3.0,3.0,0.1,0.1,0.0,3.0,0.0,19.0,26.0,73.1,3.0,11.0,0.0,0.0,0.0,/en/matches/f075fddc/West-Ham-United-Fulham-November-7-2020-Premier-League,1.0,0.3333333333333333,0.4743589743589744
