,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-14,Mon,Premier League,Matchweek 1,Home,L 1–3,Brighton,Chelsea,Y,CM,44,0,0,0,0,0,0,0,0,21.0,0.0,1,0.0,0.0,0.0,0.1,4.0,0.0,17.0,19.0,89.5,2.0,11.0,0.0,1.0,1.0,/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-20,Sun,Premier League,Matchweek 2,Away,W 3–0,Brighton,Newcastle Utd,N,RM,13,0,0,0,0,0,0,0,0,19.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,0.0,7.0,0.0,1.0,0.0,/en/matches/845f6a86/Newcastle-United-Brighton-and-Hove-Albion-September-20-2020-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Home,L 2–3,Brighton,Manchester Utd,Y,CM,74,0,0,0,0,0,0,0,0,42.0,0.0,3,1.0,0.0,0.0,0.0,2.0,1.0,30.0,35.0,85.7,7.0,26.0,0.0,0.0,0.0,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,0.0,0.5,0.5238095238095238
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-03,Sat,Premier League,Matchweek 4,Away,L 2–4,Brighton,Everton,N,"FW,AM",25,0,0,0,0,0,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,76.2,1.0,12.0,1.0,1.0,1.0,/en/matches/3cbb397e/Everton-Brighton-and-Hove-Albion-October-3-2020-Premier-League,0.0,0.3333333333333333,0.9285714285714286
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-18,Sun,Premier League,Matchweek 5,Away,D 1–1,Brighton,Crystal Palace,Y,AM,77,0,0,0,0,1,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,19.0,94.7,3.0,13.0,2.0,1.0,1.0,/en/matches/e96818bc/Crystal-Palace-Brighton-and-Hove-Albion-October-18-2020-Premier-League,0.5,0.3333333333333333,0.3717948717948717
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-26,Mon,Premier League,Matchweek 6,Home,D 1–1,Brighton,West Brom,Y,AM,60,0,0,0,0,1,0,0,0,29.0,0.0,1,0.0,0.1,0.1,0.4,3.0,0.0,20.0,24.0,83.3,2.0,20.0,3.0,1.0,1.0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League,0.5,0.1666666666666666,0.369047619047619
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-01,Sun,Premier League,Matchweek 7,Away,L 1–2,Brighton,Tottenham,Y,"FW,AM",90,0,0,0,0,0,0,0,0,44.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,28.0,36.0,77.8,2.0,22.0,2.0,2.0,0.0,/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,0.0,0.3333333333333333,0.6785714285714287
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-06,Fri,Premier League,Matchweek 8,Home,D 0–0,Brighton,Burnley,Y,"CM,LM",90,0,0,0,0,3,0,0,0,68.0,0.0,0,1.0,0.1,0.1,0.4,7.0,0.0,48.0,64.0,75.0,9.0,44.0,5.0,4.0,4.0,/en/matches/c23d7844/Brighton-and-Hove-Albion-Burnley-November-6-2020-Premier-League,0.5,0.3333333333333333,0.1923076923076922
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Brighton,Aston Villa,Y,AM,45,0,1,0,0,1,0,0,0,16.0,1.0,1,0.0,0.1,0.1,0.3,1.0,1.0,10.0,12.0,83.3,1.0,6.0,0.0,0.0,0.0,/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League,1.0,0.3333333333333333,0.4642857142857143
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-28,Sat,Premier League,Matchweek 10,Home,D 1–1,Brighton,Liverpool,N,FW,8,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,0.5,0.5,0.5595238095238095
