,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019-08-10,Sat,Matchweek 4,Away,D 1–1,Watford,Newcastle Utd,Y,AM,90,0,0,0,0,2,0,0,1,2,0,0,0,7,0,4,0.0,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League
2,2019-08-10,Sun,Matchweek 5,Home,D 2–2,Watford,Arsenal,N,RW,28,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,,/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League
3,2019-08-10,Sat,Matchweek 6,Away,L 0–8,Watford,Manchester City,N,"RM,FW",58,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League
4,2019-08-10,Sat,Matchweek 7,Away,L 0–2,Watford,Wolves,N,"LW,AM",45,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,,/en/matches/4c088365/Wolverhampton-Wanderers-Watford-September-28-2019-Premier-League
5,2019-08-10,Sat,Matchweek 8,Home,D 0–0,Watford,Sheffield Utd,Y,CM,90,0,0,0,0,2,0,5,0,0,0,0,0,7,0,3,0.0,/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League
6,2019-08-10,Sat,Matchweek 9,Away,D 1–1,Watford,Tottenham,Y,FW,83,1,0,0,1,3,1,0,1,0,0,0,0,3,2,0,100.0,/en/matches/4df24be7/Tottenham-Hotspur-Watford-October-19-2019-Premier-League
7,2019-08-10,Sat,Matchweek 10,Home,D 0–0,Watford,Bournemouth,Y,"FW,CM",90,1,0,0,3,2,2,2,2,1,0,0,0,5,0,1,0.0,/en/matches/1ef8e186/Watford-Bournemouth-October-26-2019-Premier-League
8,2019-08-10,Sat,Matchweek 11,Home,L 1–2,Watford,Chelsea,Y,"CM,LM",90,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,50.0,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League
9,2019-08-10,Fri,Matchweek 12,Away,W 2–0,Watford,Norwich City,Y,FW,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League
