,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-07,Sun,Premier League,Matchweek 1,Away,W 2–1,Brighton,Manchester Utd,Y,FW,89,0,1,0,0,5,0,0,0,44.0,3.0,1,1.0,0.4,0.4,0.6,2.0,1.0,20.0,24.0,83.3,1.0,21.0,0.0,6.0,4.0,/en/matches/8251694e/Manchester-United-Brighton-and-Hove-Albion-August-7-2022-Premier-League,1.0,0.5,0.5104166666666666
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Home,D 0–0,Brighton,Newcastle Utd,Y,FW,90,0,0,0,0,1,0,0,0,17.0,1.0,0,0.0,0.1,0.1,0.0,2.0,0.0,8.0,9.0,88.9,1.0,8.0,0.0,0.0,0.0,/en/matches/c916a5f6/Brighton-and-Hove-Albion-Newcastle-United-August-13-2022-Premier-League,0.5,0.5,0.5000000000000001
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-21,Sun,Premier League,Matchweek 3,Away,W 2–0,Brighton,West Ham,Y,FW,90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.1,2.0,1.0,24.0,28.0,85.7,2.0,25.0,2.0,1.0,1.0,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League,1.0,0.5,0.3888888888888889
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 1–0,Brighton,Leeds United,Y,"FW,LW",87,0,0,0,0,0,0,0,0,28.0,1.0,0,1.0,0.0,0.0,0.3,2.0,0.0,12.0,16.0,75.0,3.0,13.0,2.0,0.0,0.0,/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League,1.0,0.8333333333333334,0.8444444444444447
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-30,Tue,Premier League,Matchweek 5,Away,L 1–2,Brighton,Fulham,N,FW,28,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.3,0.3,0.2,1.0,0.0,4.0,4.0,100.0,0.0,7.0,0.0,0.0,0.0,/en/matches/361f4461/Fulham-Brighton-and-Hove-Albion-August-30-2022-Premier-League,0.0,0.8333333333333334,0.4743589743589743
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-04,Sun,Premier League,Matchweek 6,Home,W 5–2,Brighton,Leicester City,Y,FW,90,0,0,0,0,4,2,0,0,27.0,0.0,0,2.0,0.4,0.4,0.0,5.0,1.0,10.0,13.0,76.9,2.0,15.0,4.0,4.0,3.0,/en/matches/42d5b3b1/Brighton-and-Hove-Albion-Leicester-City-September-4-2022-Premier-League,1.0,0.6666666666666666,0.1444444444444444
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-01,Sat,Premier League,Matchweek 9,Away,D 3–3,Brighton,Liverpool,Y,FW,90,0,1,0,0,2,2,0,0,26.0,1.0,0,0.0,0.5,0.5,0.5,3.0,3.0,11.0,13.0,84.6,3.0,15.0,0.0,1.0,0.0,/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,0.5,0.6666666666666666,0.6770833333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-08,Sat,Premier League,Matchweek 10,Home,L 0–1,Brighton,Tottenham,Y,FW,90,0,0,0,0,3,1,0,0,34.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,18.0,23.0,78.3,3.0,21.0,2.0,1.0,1.0,/en/matches/3eeefbc5/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-8-2022-Premier-League,0.0,0.5,0.4761904761904762
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-14,Fri,Premier League,Matchweek 11,Away,L 0–2,Brighton,Brentford,Y,FW,90,0,0,0,0,3,1,0,0,38.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,19.0,25.0,76.0,0.0,27.0,1.0,2.0,0.0,/en/matches/69409682/Brentford-Brighton-and-Hove-Albion-October-14-2022-Premier-League,0.0,0.5,0.2499999999999999
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-18,Tue,Premier League,Matchweek 12,Home,D 0–0,Brighton,Nott'ham Forest,Y,FW,90,0,0,0,0,4,2,0,0,26.0,0.0,0,1.0,0.5,0.5,0.2,3.0,0.0,11.0,14.0,78.6,2.0,13.0,0.0,1.0,0.0,/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League,0.5,0.1666666666666666,0.1666666666666666
