,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-06-11,Sat,UEFA Nations League,League A,Home,D 0–0,eng England,it Italy,Y,DM,90,0,0,0,0,1,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/c75dc433/England-Italy-June-11-2022-UEFA-Nations-League
1,2022-08-06,Sat,Premier League,Matchweek 1,Away,L 1–4,Southampton,Tottenham,Y*,"CM,RM",90,1,0,0,0,2,1,0,0,52,2,1,0,0.1,0.1,0.2,3,0,34,45,75.6,4,25,1,0,0,/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League
2,2022-08-13,Sat,Premier League,Matchweek 2,Home,D 2–2,Southampton,Leeds United,Y*,"CM,DM",90,0,0,0,0,1,0,0,0,54,4,0,0,0.0,0.0,0.0,2,0,32,45,71.1,4,21,0,1,1,/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League
3,2022-08-20,Sat,Premier League,Matchweek 3,Away,W 2–1,Southampton,Leicester City,Y*,"DM,CM",90,0,1,0,0,0,0,0,0,56,2,0,0,0.0,0.0,0.5,4,1,39,50,78.0,6,33,0,0,0,/en/matches/02efd4d1/Leicester-City-Southampton-August-20-2022-Premier-League
4,2022-08-27,Sat,Premier League,Matchweek 4,Home,L 0–1,Southampton,Manchester Utd,Y*,DM,90,0,0,0,0,0,0,0,0,83,1,5,1,0.0,0.0,0.3,6,0,47,69,68.1,9,37,1,0,0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League
5,2022-08-30,Tue,Premier League,Matchweek 5,Home,W 2–1,Southampton,Chelsea,Y*,"AM,DM,CM",90,0,0,0,0,0,0,1,0,37,0,1,0,0.0,0.0,0.1,2,1,21,32,65.6,3,13,0,1,0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League
6,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 0–1,Southampton,Wolves,Y*,"DM,CM",90,0,0,0,0,2,1,0,0,95,2,1,1,0.1,0.1,0.1,3,0,63,85,74.1,6,54,0,1,1,/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League
7,2022-09-16,Fri,Premier League,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,Y*,DM,90,0,0,0,0,2,0,1,0,76,3,2,0,0.1,0.1,0.1,2,0,47,64,73.4,4,28,0,1,0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League
8,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–2,Southampton,Everton,Y*,CM,90,0,0,0,0,2,0,0,0,86,2,1,0,0.2,0.2,0.4,6,0,67,79,84.8,12,29,0,1,0,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League
9,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 0–4,Southampton,Manchester City,Y*,"CM,DM,RM",90,0,0,0,0,0,0,0,0,45,3,2,2,0.0,0.0,0.0,1,0,30,37,81.1,4,22,0,1,1,/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League
10,2022-10-16,Sun,Premier League,Matchweek 11,Home,D 1–1,Southampton,West Ham,Y*,RM,90,0,0,0,0,0,0,0,0,48,0,3,1,0.0,0.0,0.0,2,0,30,43,69.8,4,25,0,0,0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League
11,2022-10-19,Wed,Premier League,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,Y*,CM,90,0,0,0,0,1,0,0,0,74,3,1,2,0.1,0.1,0.1,1,0,50,64,78.1,1,28,0,0,0,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League
12,2022-10-23,Sun,Premier League,Matchweek 13,Home,D 1–1,Southampton,Arsenal,Y*,CM,90,0,0,0,0,0,0,0,0,67,0,1,0,0.0,0.0,0.1,3,0,46,64,71.9,5,31,0,0,0,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League
13,2022-10-29,Sat,Premier League,Matchweek 14,Away,L 0–1,Southampton,Crystal Palace,Y*,CM,90,0,0,0,0,1,0,0,0,66,1,0,0,0.0,0.0,0.4,6,0,46,62,74.2,8,44,3,2,0,/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League
14,2022-11-06,Sun,Premier League,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,Y*,"DM,CM",90,0,0,0,0,1,1,0,0,91,2,1,0,0.0,0.0,0.2,4,0,67,86,77.9,12,48,1,0,0,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League
15,2022-11-09,Wed,EFL Cup,Third round,Home,D 1 (6)–1 (5),Southampton,Sheffield Weds,Y*,DM,120,1,0,1,1,2,2,0,0,,,4,,,,,,,,,,,,,,,/en/matches/d97ac8fc/Southampton-Sheffield-Wednesday-November-9-2022-EFL-Cup
16,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 1–3,Southampton,Liverpool,Y*,"CM,DM",90,0,1,0,0,0,0,0,0,62,1,1,1,0.0,0.0,0.3,4,1,48,57,84.2,8,31,2,0,0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League
17,2022-12-20,Tue,EFL Cup,Fourth round,Home,W 2–1,Southampton,Lincoln City,Y*,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c2a828bf/Southampton-Lincoln-City-December-20-2022-EFL-Cup
