,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2020-09-21,Sun,Matchweek 4,Home,W 7–2,Aston Villa,Liverpool,Y*,LW,90,36,36,0,0,0,0,0,0,0,0,0,0,28,0,0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League
1,2020-09-21,Sun,Matchweek 5,Away,W 1–0,Aston Villa,Leicester City,Y*,LW,90,37,33,4,1,0,0,3,1,1,1,0,0,29,0,0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League
2,2020-09-21,Fri,Matchweek 6,Home,L 0–3,Aston Villa,Leeds United,Y*,LW,90,30,26,4,0,0,0,5,1,3,2,0,1,20,0,1,/en/matches/873ab775/Aston-Villa-Leeds-United-October-23-2020-Premier-League
3,2020-09-21,Sun,Matchweek 7,Home,L 3–4,Aston Villa,Southampton,Y*,LW,90,39,34,5,1,0,0,8,2,2,0,0,1,24,0,3,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League
4,2020-09-21,Sun,Matchweek 8,Away,W 3–0,Aston Villa,Arsenal,Y*,LW,90,33,31,2,2,0,0,0,0,0,0,0,0,27,0,0,/en/matches/90fd3597/Arsenal-Aston-Villa-November-8-2020-Premier-League
5,2020-09-21,Sat,Matchweek 9,Home,L 1–2,Aston Villa,Brighton,Y*,"AM,LW",90,59,51,8,1,0,0,5,3,4,0,0,0,46,0,1,/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League
6,2020-09-21,Mon,Matchweek 10,Away,L 1–2,Aston Villa,West Ham,Y*,"LW,LM",90,49,45,4,0,0,0,4,0,3,2,0,0,42,0,1,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League
7,2020-09-21,Sat,Matchweek 12,Away,W 1–0,Aston Villa,Wolves,Y*,LW,90,40,33,7,1,0,0,4,1,5,3,0,1,28,0,1,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League
8,2020-09-21,Thu,Matchweek 13,Home,D 0–0,Aston Villa,Burnley,Y*,AM,90,50,41,9,5,0,0,4,1,2,1,0,0,45,0,1,/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League
9,2020-09-21,Sun,Matchweek 14,Away,W 3–0,Aston Villa,West Brom,Y*,AM,90,84,81,3,2,0,0,2,0,1,1,0,0,72,0,4,/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League
10,2020-09-21,Sat,Matchweek 15,Home,W 3–0,Aston Villa,Crystal Palace,Y*,"AM,LW",90,36,31,5,3,1,0,1,1,0,0,0,0,28,0,2,/en/matches/537b6ef8/Aston-Villa-Crystal-Palace-December-26-2020-Premier-League
11,2020-09-21,Mon,Matchweek 16,Away,D 1–1,Aston Villa,Chelsea,Y*,"AM,LW",90,37,32,5,2,0,0,1,0,2,1,0,0,23,0,3,/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League
12,2020-09-21,Fri,Matchweek 17,Away,L 1–2,Aston Villa,Manchester Utd,Y*,"AM,LW",90,64,47,16,4,0,1,10,2,7,4,2,0,51,1,1,/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League
13,2020-09-21,Wed,Matchweek 1,Away,L 0–2,Aston Villa,Manchester City,Y*,LW,90,40,37,3,2,0,0,2,0,1,0,1,0,32,0,1,/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League
14,2020-09-21,Sat,Matchweek 11,Home,W 2–0,Aston Villa,Newcastle Utd,Y*,LW,87,62,56,5,2,0,0,4,0,3,1,1,1,53,1,0,/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League
15,2020-09-21,Wed,Matchweek 20,Away,L 2–3,Aston Villa,Burnley,Y*,LW,90,50,43,6,2,0,0,3,3,0,0,0,0,41,1,3,/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League
16,2020-09-21,Sat,Matchweek 21,Away,W 1–0,Aston Villa,Southampton,Y*,LW,90,40,35,5,1,0,0,4,2,1,1,0,0,29,0,1,/en/matches/10d13e5b/Southampton-Aston-Villa-January-30-2021-Premier-League
17,2020-09-21,Wed,Matchweek 22,Home,L 1–3,Aston Villa,West Ham,Y*,"LW,AM",90,46,41,5,1,1,0,5,1,2,1,0,1,35,0,2,/en/matches/8f9d1856/Aston-Villa-West-Ham-United-February-3-2021-Premier-League
18,2020-09-21,Sat,Matchweek 23,Home,W 1–0,Aston Villa,Arsenal,Y*,LW,90,34,27,6,0,0,0,2,3,3,2,0,0,25,1,3,/en/matches/224bcfc4/Aston-Villa-Arsenal-February-6-2021-Premier-League
19,2020-09-21,Sat,Matchweek 24,Away,D 0–0,Aston Villa,Brighton,Y*,LW,90,36,33,3,0,0,0,2,2,1,0,1,0,28,0,0,/en/matches/c7922348/Brighton-and-Hove-Albion-Aston-Villa-February-13-2021-Premier-League
20,2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
21,2020-09-21,Thu,Matchweek 19,Home,D 0–0,Aston Villa,Everton,N,LW,19,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,/en/matches/b5b24fd8/Aston-Villa-Everton-May-13-2021-Premier-League
22,2020-09-21,Sun,Matchweek 36,Away,L 2–3,Aston Villa,Crystal Palace,N,"LW,AM",27,14,13,1,0,0,0,0,1,0,0,0,0,13,0,0,/en/matches/7b21d5b9/Crystal-Palace-Aston-Villa-May-16-2021-Premier-League
23,2020-09-21,Wed,Matchweek 37,Away,W 2–1,Aston Villa,Tottenham,Y*,AM,72,48,44,4,2,0,0,2,0,1,0,0,0,41,0,1,/en/matches/d4273555/Tottenham-Hotspur-Aston-Villa-May-19-2021-Premier-League
24,2020-09-21,Sun,Matchweek 38,Home,W 2–1,Aston Villa,Chelsea,Y*,"AM,LW",90,33,25,8,5,0,2,1,1,0,0,0,0,23,0,2,/en/matches/0143966a/Aston-Villa-Chelsea-May-23-2021-Premier-League
