,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-11,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,N,CB,12,0,0,0,0,1,1,0,0,14,0,0,1,0.0,0.0,0.0,0,0,11,11,100.0,0,10,0,0,https://fbref.com/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,202,48,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,1,,0,,0,0,0,10,0,0,0,0,0,0,2,0,
1,2023-08-25,Fri,Pro League,Matchweek 3,Away,W 5–0,Al-Nassr,Al-Fateh,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/db58e39c/Al-Fateh-Al-Nassr-August-25-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,2,,,0,,,
2,2023-08-29,Tue,Pro League,Matchweek 4,Home,W 4–0,Al-Nassr,Al-Shabab,Y,CB,80,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,https://fbref.com/en/matches/840da2e9/Al-Nassr-Al-Shabab-August-29-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
3,2023-09-02,Sat,Pro League,Matchweek 5,Away,W 5–1,Al-Nassr,Al-Hazem,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,https://fbref.com/en/matches/9ec0ad6f/Al-Hazem-Al-Nassr-September-2-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
4,2023-09-08,Fri,Euro Qualifying,Group stage,Away,W 7–1,es Spain,ge Georgia,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/5993cfc5/Georgia-Spain-September-8-2023-Euro-Qualifying,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
5,2023-09-12,Tue,Euro Qualifying,Group stage,Home,W 6–0,es Spain,cy Cyprus,Y,CB,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/4409f65b/Spain-Cyprus-September-12-2023-Euro-Qualifying,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
6,2023-09-16,Sat,Pro League,Matchweek 6,Away,W 3–1,Al-Nassr,Al-Raed,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/c05d54d8/Al-Raed-Al-Nassr-September-16-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
7,2023-09-22,Fri,Pro League,Matchweek 7,Home,W 4–3,Al-Nassr,Al-Ahli,Y,CB,90,0,1,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/b6984f5e/Al-Nassr-Al-Ahli-September-22-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
8,2023-09-29,Fri,Pro League,Matchweek 8,Away,W 2–1,Al-Nassr,Al-Ta'ee,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/b598cb22/Al-Taee-Al-Nassr-September-29-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
9,2023-10-06,Fri,Pro League,Matchweek 9,Home,D 2–2,Al-Nassr,Abha,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/4185fa5d/Al-Nassr-Abha-October-6-2023-Saudi-Professional-League,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
