,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
12,2020-09-12,Sat,Matchweek 15,Home,W 3–1,Arsenal,Chelsea,Y,FW,89,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0,/en/matches/c5de8a0c/North-West-London-Derby-Arsenal-Chelsea-December-26-2020-Premier-League
13,2020-09-12,Tue,Matchweek 16,Away,W 1–0,Arsenal,Brighton,N,FW,25,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,/en/matches/fdca0bef/Brighton-and-Hove-Albion-Arsenal-December-29-2020-Premier-League
14,2020-09-12,Sat,Matchweek 17,Away,W 4–0,Arsenal,West Brom,Y,FW,90,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,0,0,/en/matches/a56531b0/West-Bromwich-Albion-Arsenal-January-2-2021-Premier-League
15,2020-09-12,Thu,Matchweek 18,Home,D 0–0,Arsenal,Crystal Palace,Y,FW,80,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,/en/matches/0476b43a/Arsenal-Crystal-Palace-January-14-2021-Premier-League
16,2020-09-12,Mon,Matchweek 19,Home,W 3–0,Arsenal,Newcastle Utd,Y,FW,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0,/en/matches/620df215/Arsenal-Newcastle-United-January-18-2021-Premier-League
17,2020-09-12,Tue,Matchweek 20,Away,W 3–1,Arsenal,Southampton,Y,FW,90,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League
18,2020-09-12,Sat,Matchweek 21,Home,D 0–0,Arsenal,Manchester Utd,Y,FW,89,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,/en/matches/0fcaaa5f/Arsenal-Manchester-United-January-30-2021-Premier-League
19,2020-09-12,Tue,Matchweek 22,Away,L 1–2,Arsenal,Wolves,Y,FW,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/558fa672/Wolverhampton-Wanderers-Arsenal-February-2-2021-Premier-League
20,2020-09-12,Sat,Matchweek 23,Away,L 0–1,Arsenal,Aston Villa,Y,FW,58,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,/en/matches/224bcfc4/Aston-Villa-Arsenal-February-6-2021-Premier-League
21,2020-09-12,Sun,Matchweek 24,Home,W 4–2,Arsenal,Leeds United,N,"On matchday squad, but did not play",/en/matches/85624e5e/Arsenal-Leeds-United-February-14-2021-Premier-League,,,,,,,,,,,,,,,,,
22,2020-09-12,Sun,Matchweek 25,Home,L 0–1,Arsenal,Manchester City,N,FW,18,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,/en/matches/2dedf408/Arsenal-Manchester-City-February-21-2021-Premier-League
23,2020-09-12,Sun,Matchweek 26,Away,W 3–1,Arsenal,Leicester City,Y*,FW,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League
24,2020-09-12,Sat,Matchweek 27,Away,D 1–1,Arsenal,Burnley,N,AM,28,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,/en/matches/db9a5ac8/Burnley-Arsenal-March-6-2021-Premier-League
25,2020-09-12,Sun,Matchweek 28,Home,W 2–1,Arsenal,Tottenham,Y*,FW,87,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,/en/matches/127b8258/North-London-Derby-Arsenal-Tottenham-Hotspur-March-14-2021-Premier-League
26,2020-09-12,Sun,Matchweek 29,Away,D 3–3,Arsenal,West Ham,Y,FW,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,/en/matches/c592a3d7/West-Ham-United-Arsenal-March-21-2021-Premier-League
27,2020-09-12,Sat,Matchweek 30,Home,L 0–3,Arsenal,Liverpool,Y,FW,90,4,1,1,3,0,1,1,100.0,0,3,0,3,1,5,1,0,/en/matches/562d1981/Arsenal-Liverpool-April-3-2021-Premier-League
28,2020-09-12,Sun,Matchweek 31,Away,W 3–0,Arsenal,Sheffield Utd,Y*,FW,88,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,/en/matches/34395b54/Sheffield-United-Arsenal-April-11-2021-Premier-League
29,2020-09-12,Sun,Matchweek 32,Home,D 1–1,Arsenal,Fulham,Y,FW,69,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,/en/matches/a19ff865/Arsenal-Fulham-April-18-2021-Premier-League
30,2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2020-09-12,Sun,Matchweek 35,Home,W 3–1,Arsenal,West Brom,N,FW,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/49369ed5/Arsenal-West-Bromwich-Albion-May-9-2021-Premier-League
32,2020-09-12,Wed,Matchweek 36,Away,W 1–0,Arsenal,Chelsea,N,FW,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,/en/matches/51632a55/North-West-London-Derby-Chelsea-Arsenal-May-12-2021-Premier-League
33,2020-09-12,Wed,Matchweek 37,Away,W 3–1,Arsenal,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/624e6758/Crystal-Palace-Arsenal-May-19-2021-Premier-League,,,,,,,,,,,,,,,,,
34,2020-09-12,Sun,Matchweek 38,Home,W 2–0,Arsenal,Brighton,N,FW,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/9f6c52f8/Arsenal-Brighton-and-Hove-Albion-May-23-2021-Premier-League
