,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,RM,89,1,0,0,0,2,2,1,0,65.0,1.0,1,2.0,0.6,0.6,0.1,3.0,2.0,49.0,56.0,87.5,6.0,49.0,2.0,0.0,0.0,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,1.0,0.5,0.5104166666666667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,Y,RM,65,0,0,0,0,0,0,1,0,40.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,86.5,3.0,28.0,0.0,0.0,0.0,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,0.0,0.5,0.6060606060606061
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,Y,RM,71,0,0,0,0,1,0,0,0,45.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,39.0,71.8,0.0,28.0,1.0,4.0,2.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,Y,RM,57,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.3,2.0,0.0,19.0,24.0,79.2,2.0,14.0,2.0,1.0,1.0,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,0.0,0.3333333333333333,0.6041666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-09,Sat,Euro Qualifying,Group stage,Away,D 1–1,it Italy,mk N. Macedonia,Y,CM,88,0,0,0,0,2,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/fa72dcc1/North-Macedonia-Italy-September-9-2023-Euro-Qualifying,0.5,0.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-19,Tue,Champions Lg,Group stage,Away,D 0–0,eng Newcastle Utd,it Milan,Y,LM,71,0,0,0,0,1,0,0,0,20.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,3.0,12.0,1.0,0.0,0.0,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,0.5,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,N,CM,21,0,0,0,0,0,0,0,0,36.0,1.0,0,0.0,0.0,0.0,0.2,2.0,0.0,32.0,35.0,91.4,0.0,22.0,0.0,0.0,0.0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,1.0,0.3333333333333333,0.3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-27,Wed,EFL Cup,Third round,Home,W 1–0,Newcastle Utd,Manchester City,Y,CM,89,0,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,N,LM,23,0,0,0,0,0,0,0,0,14.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,12.0,12.0,100.0,1.0,5.0,0.0,1.0,0.0,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,1.0,0.8333333333333334,0.4166666666666667
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-04,Wed,Champions Lg,Group stage,Home,W 4–1,eng Newcastle Utd,fr Paris S-G,Y,LM,64,0,0,0,0,0,0,0,0,25.0,0.0,2,1.0,0.0,0.0,0.0,2.0,1.0,11.0,21.0,52.4,1.0,18.0,2.0,1.0,0.0,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,1.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,LM,90,0,0,0,0,0,0,0,0,61.0,1.0,0,1.0,0.0,0.0,0.0,2.0,1.0,52.0,59.0,88.1,4.0,31.0,5.0,0.0,0.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,1.0,0.717948717948718
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 4–0,Newcastle Utd,Crystal Palace,N,CM,22,0,0,0,0,0,0,0,0,19.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,3.0,14.0,1.0,0.0,0.0,/en/matches/21625dde/Newcastle-United-Crystal-Palace-October-21-2023-Premier-League,1.0,0.8333333333333334,0.5357142857142857
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-25,Wed,Champions Lg,Group stage,Home,L 0–1,eng Newcastle Utd,de Dortmund,N,RM,26,0,0,0,0,1,0,0,0,18.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,9.0,14.0,64.3,2.0,12.0,2.0,1.0,0.0,/en/matches/ab67c6cc/Newcastle-United-Dortmund-October-25-2023-Champions-League,0.0,0.8333333333333334,0.5
