,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2022-02-13,Tue,Matchweek 22,Away,W 2–0,Leicester City,Burnley,N,"On matchday squad, but did not play",/en/matches/a47f5f21/Burnley-Leicester-City-March-1-2022-Premier-League,,,,,,,,,,,,,,,,
1,2022-02-13,Sat,Matchweek 28,Home,W 1–0,Leicester City,Leeds United,N,CM,15,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,/en/matches/1d777dcd/Leicester-City-Leeds-United-March-5-2022-Premier-League
2,2022-02-13,Sun,Matchweek 29,Away,L 0–2,Leicester City,Arsenal,Y,DM,60,30,29,1,1,0,0,0,0,0,0,0,0,29,0,1,/en/matches/47ea9ab2/Arsenal-Leicester-City-March-13-2022-Premier-League
3,2022-02-13,Sun,Matchweek 30,Home,W 2–1,Leicester City,Brentford,Y,"DM,CM",90,55,54,1,1,0,0,0,0,0,0,0,0,52,0,0,/en/matches/c8c7dd9b/Leicester-City-Brentford-March-20-2022-Premier-League
4,2022-02-13,Sat,Matchweek 31,Away,D 1–1,Leicester City,Manchester Utd,Y,DM,89,46,45,1,1,0,0,0,0,0,0,0,0,43,0,0,/en/matches/00863ee3/Manchester-United-Leicester-City-April-2-2022-Premier-League
5,2022-02-13,Sun,Matchweek 32,Home,W 2–1,Leicester City,Crystal Palace,Y,DM,90,38,38,0,0,0,0,0,0,0,0,0,0,37,0,0,/en/matches/816c435d/Leicester-City-Crystal-Palace-April-10-2022-Premier-League
6,2022-02-13,Sun,Matchweek 33,Away,L 1–2,Leicester City,Newcastle Utd,Y,DM,90,89,89,0,0,0,0,0,0,0,0,0,0,81,0,2,/en/matches/89803b3a/Newcastle-United-Leicester-City-April-17-2022-Premier-League
7,2022-02-13,Wed,Matchweek 18,Away,D 1–1,Leicester City,Everton,Y,DM,83,84,84,0,0,0,1,0,0,0,0,0,0,75,0,2,/en/matches/46471203/Everton-Leicester-City-April-20-2022-Premier-League
8,2022-02-13,Sat,Matchweek 34,Home,D 0–0,Leicester City,Aston Villa,Y,DM,90,47,44,3,3,0,0,0,0,0,0,0,0,44,0,0,/en/matches/17e5cacf/Leicester-City-Aston-Villa-April-23-2022-Premier-League
9,2022-02-13,Sun,Matchweek 35,Away,L 1–3,Leicester City,Tottenham,Y,CM,90,63,60,3,3,0,2,0,0,0,0,0,0,60,0,0,/en/matches/26ff83e6/Tottenham-Hotspur-Leicester-City-May-1-2022-Premier-League
10,2022-02-13,Sun,Matchweek 36,Home,L 1–2,Leicester City,Everton,Y,DM,65,54,53,1,1,0,0,0,0,0,0,0,0,50,0,1,/en/matches/4a972389/Leicester-City-Everton-May-8-2022-Premier-League
11,2022-02-13,Wed,Matchweek 21,Home,W 3–0,Leicester City,Norwich City,N,CM,45,35,34,1,1,0,0,0,0,0,0,0,0,34,0,0,/en/matches/2ae05ae6/Leicester-City-Norwich-City-May-11-2022-Premier-League
12,2022-02-13,Sun,Matchweek 37,Away,W 5–1,Leicester City,Watford,Y,DM,45,30,30,0,0,0,0,0,0,0,0,0,0,26,0,0,/en/matches/5a142f6f/Watford-Leicester-City-May-15-2022-Premier-League
13,2022-02-13,Thu,Matchweek 27,Away,D 1–1,Leicester City,Chelsea,Y,DM,90,33,33,0,0,0,0,0,0,0,0,0,0,29,0,0,/en/matches/75d8f6e0/Chelsea-Leicester-City-May-19-2022-Premier-League
14,2022-02-13,Sun,Matchweek 38,Home,W 4–1,Leicester City,Southampton,Y,"DM,CM",90,35,35,0,0,0,0,0,0,0,0,0,0,27,0,0,/en/matches/16e2761e/Leicester-City-Southampton-May-22-2022-Premier-League
