,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-10-09,Sun,Premier League,Matchweek 10,Home,L 1–2,Everton,Manchester Utd,N,CM,16,0,0,0,0,2,1,0,0,9,0,0,0,0.1,0.1,0.0,1,0,5,6,83.3,2,5,0,0,0,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League
1,2022-10-15,Sat,Premier League,Matchweek 11,Away,L 0–2,Everton,Tottenham,N,CM,24,0,0,0,0,0,0,0,0,14,1,1,2,0.0,0.0,0.0,0,0,9,10,90.0,2,9,0,0,0,/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League
2,2022-10-19,Wed,Premier League,Matchweek 12,Away,L 0–1,Everton,Newcastle Utd,N,RM,18,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.0,0,0,14,18,77.8,1,13,0,1,1,/en/matches/e6674f8d/Newcastle-United-Everton-October-19-2022-Premier-League
3,2022-10-22,Sat,Premier League,Matchweek 13,Home,W 3–0,Everton,Crystal Palace,N,DM,13,0,0,0,0,0,0,1,0,8,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,0,/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League
4,2022-10-29,Sat,Premier League,Matchweek 14,Away,D 0–0,Everton,Fulham,N,DM,26,0,0,0,0,0,0,0,0,11,3,2,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League
5,2022-11-05,Sat,Premier League,Matchweek 15,Home,L 0–2,Everton,Leicester City,N,CM,45,0,0,0,0,0,0,0,0,37,0,1,0,0.0,0.0,0.0,0,0,23,34,67.6,0,18,1,1,0,/en/matches/831c73fc/Everton-Leicester-City-November-5-2022-Premier-League
6,2022-11-08,Tue,EFL Cup,Third round,Away,L 1–4,Everton,Bournemouth,Y,CM,51,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9900f678/Bournemouth-Everton-November-8-2022-EFL-Cup
7,2023-02-17,Fri,PL2 — Div. 1,Matchweek 19,Home,D 1–1,Everton,Tottenham Hotspur,Y,CM,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/28b75db1/Everton-U21-Tottenham-Hotspur-U21-February-17-2023-Premier-League-2----Division-1
8,2023-04-03,Mon,Premier League,Matchweek 29,Home,D 1–1,Everton,Tottenham,N,CM,7,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,1,7,8,87.5,2,8,0,0,0,/en/matches/c00d9a22/Everton-Tottenham-Hotspur-April-3-2023-Premier-League
9,2023-04-08,Sat,Premier League,Matchweek 30,Away,L 0–2,Everton,Manchester Utd,N,CM,31,0,0,0,0,1,0,0,0,17,1,1,0,0.0,0.0,0.0,0,0,12,14,85.7,1,13,0,1,0,/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League
